Round,Train Loss,Accuracy
0,1.12,11.17
1,0.95,10.99
2,0.88,13.26
3,0.82,14.0
4,0.77,13.65
5,0.74,14.55
6,0.71,15.69
7,0.7,16.46
8,0.67,17.18
9,0.65,18.86
10,0.64,19.42
11,0.63,20.46
12,0.61,20.63
13,0.61,21.64
14,0.6,22.4
15,0.59,22.87
16,0.58,23.49
17,0.58,24.43
18,0.57,25.07
19,0.55,25.58
20,0.55,26.53
21,0.53,27.07
22,0.53,28.01
23,0.51,28.49
24,0.51,29.11
25,0.52,29.59
26,0.51,29.87
27,0.49,30.18
28,0.5,30.68
29,0.49,31.07
30,0.49,31.08
31,0.48,31.19
32,0.49,31.64
33,0.48,32.3
34,0.47,32.38
35,0.47,32.53
36,0.46,32.85
37,0.47,32.79
38,0.47,33.15
39,0.46,33.63
40,0.48,33.69
41,0.46,34.04
42,0.46,34.11
43,0.45,34.28
44,0.45,34.66
45,0.44,34.84
46,0.45,35.02
47,0.44,35.22
48,0.47,35.03
49,0.44,35.08
50,0.44,35.11
51,0.44,35.47
52,0.45,35.93
53,0.43,36.19
54,0.42,36.07
55,0.43,36.0
56,0.43,35.79
57,0.42,36.23
58,0.42,36.04
59,0.42,36.79
60,0.42,37.08
61,0.42,37.04
62,0.41,37.12
63,0.41,36.87
64,0.41,36.9
65,0.42,37.35
66,0.42,37.37
67,0.41,37.39
68,0.43,37.71
69,0.41,37.69
70,0.41,37.54
71,0.42,37.41
72,0.42,37.82
73,0.41,38.24
74,0.41,37.96
75,0.41,38.03
76,0.41,38.04
77,0.4,38.08
78,0.4,38.04
79,0.4,38.21
80,0.39,38.43
81,0.39,38.49
82,0.4,38.49
83,0.39,38.68
84,0.39,38.74
85,0.4,39.0
86,0.39,38.81
87,0.39,38.95
88,0.4,39.18
89,0.38,39.04
90,0.39,39.01
91,0.38,38.89
92,0.38,38.79
93,0.38,38.89
94,0.38,39.0
95,0.39,39.1
96,0.4,39.07
97,0.39,38.98
98,0.38,38.63
99,0.38,38.74
100,0.39,38.66
101,0.38,38.9
102,0.37,39.06
103,0.37,39.11
104,0.38,39.09
105,0.38,39.54
106,0.38,39.8
107,0.37,39.55
108,0.38,39.61
109,0.37,39.48
110,0.38,39.48
111,0.39,39.45
112,0.37,39.33
113,0.37,39.26
114,0.36,39.92
115,0.38,39.78
116,0.36,39.89
117,0.36,39.81
118,0.37,39.69
119,0.37,39.67
120,0.37,39.92
121,0.37,39.94
122,0.36,40.11
123,0.35,40.24
124,0.36,39.98
125,0.37,39.8
126,0.36,39.99
127,0.36,40.01
128,0.36,40.15
129,0.36,40.08
130,0.35,40.08
131,0.35,40.37
132,0.35,40.62
133,0.35,40.5
134,0.35,40.14
135,0.34,40.27
136,0.36,40.03
137,0.34,40.19
138,0.35,40.04
139,0.34,40.04
140,0.34,40.18
141,0.35,40.21
142,0.35,40.3
143,0.34,40.39
144,0.34,40.32
145,0.35,40.3
146,0.34,40.3
147,0.34,40.35
148,0.34,40.39
149,0.34,40.34
150,0.34,40.37
151,0.35,40.61
152,0.34,40.66
153,0.34,40.71
154,0.34,40.7
155,0.34,40.76
156,0.34,40.7
157,0.33,40.54
158,0.33,40.55
159,0.32,40.6
160,0.33,40.77
161,0.33,40.56
162,0.33,40.81
163,0.33,40.81
164,0.33,40.79
165,0.32,40.97
166,0.32,40.92
167,0.33,41.41
168,0.32,41.17
169,0.32,41.36
170,0.33,41.18
171,0.32,41.13
172,0.31,41.01
173,0.33,40.96
174,0.32,40.85
175,0.33,40.91
176,0.31,41.08
177,0.31,41.15
178,0.32,41.29
179,0.33,41.41
180,0.31,41.52
181,0.31,41.14
182,0.31,41.27
183,0.32,41.22
184,0.31,40.85
185,0.31,40.94
186,0.31,40.42
187,0.31,40.81
188,0.31,40.99
189,0.32,40.83
190,0.31,40.83
191,0.31,41.27
192,0.31,41.04
193,0.31,41.15
194,0.31,41.17
195,0.3,41.15
196,0.31,41.19
197,0.3,41.16
198,0.31,41.24
199,0.3,41.04
