Round,Train Loss,Accuracy
0,1.32,12.54
1,1.0,13.5
2,0.91,19.47
3,0.87,22.12
4,0.82,24.53
5,0.78,25.94
6,0.75,27.51
7,0.72,31.39
8,0.7,33.03
9,0.68,33.05
10,0.67,35.38
11,0.65,36.24
12,0.65,36.74
13,0.64,37.6
14,0.64,37.81
15,0.63,38.67
16,0.62,39.82
17,0.62,39.92
18,0.61,39.76
19,0.61,41.07
20,0.61,41.26
21,0.6,41.4
22,0.59,40.89
23,0.59,42.01
24,0.59,42.96
25,0.58,42.07
26,0.58,42.76
27,0.59,42.83
28,0.57,43.24
29,0.57,43.41
30,0.57,43.21
31,0.56,43.26
32,0.56,44.23
33,0.56,43.28
34,0.56,43.32
35,0.55,44.37
36,0.55,43.88
37,0.55,44.1
38,0.54,44.41
39,0.54,44.36
40,0.54,45.04
41,0.53,44.71
42,0.53,44.22
43,0.53,45.02
44,0.53,44.61
45,0.52,45.19
46,0.52,45.77
47,0.52,45.77
48,0.52,46.11
49,0.51,45.51
50,0.52,45.91
51,0.52,46.18
52,0.51,45.81
53,0.51,45.67
54,0.51,46.31
55,0.5,46.07
56,0.5,45.96
57,0.5,46.68
58,0.5,46.88
59,0.5,46.2
60,0.5,45.93
61,0.49,46.91
62,0.49,46.85
63,0.49,47.17
64,0.49,46.87
65,0.48,47.02
66,0.49,47.23
67,0.48,46.87
68,0.48,46.82
69,0.48,47.69
70,0.48,47.41
71,0.47,47.81
72,0.47,47.71
73,0.47,47.39
74,0.47,48.16
75,0.47,47.28
76,0.47,48.02
77,0.46,47.95
78,0.46,47.78
79,0.46,48.62
80,0.46,47.71
81,0.46,48.27
82,0.46,48.35
83,0.46,48.37
84,0.45,48.39
85,0.45,48.07
86,0.45,48.46
87,0.45,48.24
88,0.45,48.65
89,0.44,47.34
90,0.44,48.63
91,0.44,48.33
92,0.45,48.78
93,0.44,48.54
94,0.44,48.84
95,0.44,48.95
96,0.43,48.4
97,0.43,48.91
98,0.44,48.98
99,0.43,48.75
100,0.42,49.06
101,0.43,48.97
102,0.43,48.7
103,0.42,49.07
104,0.42,49.12
105,0.42,49.34
106,0.41,48.59
107,0.41,48.96
108,0.42,48.35
109,0.41,49.6
110,0.41,49.54
111,0.41,49.62
112,0.41,48.87
113,0.41,48.73
114,0.41,49.3
115,0.41,49.1
116,0.4,49.28
117,0.41,49.45
118,0.4,49.74
119,0.4,48.31
120,0.4,49.67
121,0.4,49.42
122,0.4,49.81
123,0.4,49.93
124,0.4,49.46
125,0.4,49.51
126,0.4,49.44
127,0.39,49.6
128,0.39,49.14
129,0.39,49.23
130,0.4,49.6
131,0.39,49.4
132,0.39,49.49
133,0.39,49.68
134,0.39,49.38
135,0.39,49.59
136,0.38,49.03
137,0.38,49.44
138,0.38,49.49
139,0.38,49.08
140,0.38,49.06
141,0.38,49.1
142,0.38,48.98
143,0.38,48.77
144,0.38,49.46
145,0.37,49.24
146,0.38,49.14
147,0.37,48.79
148,0.37,48.75
149,0.37,48.24
150,0.38,49.47
151,0.37,49.37
152,0.37,49.24
153,0.37,49.06
154,0.37,49.18
155,0.37,49.25
156,0.37,49.46
157,0.37,48.89
158,0.36,49.26
159,0.36,48.64
160,0.36,49.1
161,0.36,48.61
162,0.36,49.1
163,0.36,49.33
164,0.36,49.22
165,0.36,49.18
166,0.36,49.32
167,0.36,49.04
168,0.36,48.7
169,0.36,49.14
170,0.35,49.04
171,0.35,48.98
172,0.35,48.92
173,0.35,48.74
174,0.35,48.09
175,0.35,48.55
176,0.35,48.66
177,0.35,48.9
178,0.35,48.91
179,0.35,47.8
180,0.35,48.6
181,0.35,48.72
182,0.35,48.74
183,0.35,48.3
184,0.34,48.69
185,0.34,48.62
186,0.35,48.92
187,0.34,48.76
188,0.36,48.83
189,0.34,48.5
190,0.34,48.39
191,0.34,48.42
192,0.35,48.53
193,0.34,48.6
194,0.33,48.92
195,0.34,48.91
196,0.34,48.35
197,0.33,48.74
198,0.34,48.88
199,0.33,48.55
