Round,Train Loss,Accuracy
0,1.67,10.0
1,1.65,12.35
2,1.63,10.0
3,1.63,10.8
4,1.61,14.07
5,1.6,15.63
6,1.58,16.42
7,1.56,10.27
8,1.54,10.0
9,1.53,10.05
10,1.52,10.06
11,1.51,10.13
12,1.51,10.26
13,1.51,10.91
14,1.49,10.93
15,1.49,12.2
16,1.49,13.08
17,1.48,14.36
18,1.48,13.99
19,1.47,15.92
20,1.48,17.13
21,1.46,17.62
22,1.46,18.42
23,1.45,19.42
24,1.45,19.59
25,1.45,19.77
26,1.42,19.36
27,1.43,19.98
28,1.41,20.32
29,1.41,20.49
30,1.39,20.28
31,1.38,20.3
32,1.37,20.54
33,1.35,20.38
34,1.33,20.4
35,1.34,20.21
36,1.31,20.39
37,1.3,20.48
38,1.29,20.11
39,1.28,20.76
40,1.29,20.07
41,1.28,21.26
42,1.26,21.02
43,1.26,21.04
44,1.26,21.44
45,1.23,21.16
46,1.23,21.98
47,1.23,22.11
48,1.22,22.24
49,1.2,22.33
50,1.19,22.63
51,1.21,22.56
52,1.2,23.31
53,1.19,22.54
54,1.19,23.04
55,1.19,23.63
56,1.19,24.31
57,1.17,23.65
58,1.16,24.32
59,1.17,24.44
60,1.15,24.63
61,1.15,24.3
62,1.17,24.06
63,1.15,24.32
64,1.15,23.71
65,1.15,23.96
66,1.13,24.85
67,1.15,24.71
68,1.14,24.56
69,1.13,24.9
70,1.14,24.87
71,1.13,24.81
72,1.13,25.01
73,1.12,25.2
74,1.12,25.5
75,1.11,25.28
76,1.12,25.23
77,1.11,25.58
78,1.11,25.66
79,1.09,25.49
80,1.1,25.59
81,1.11,25.42
82,1.09,25.59
83,1.1,25.68
84,1.1,25.85
85,1.09,25.96
86,1.12,25.75
87,1.09,26.13
88,1.09,26.02
89,1.09,26.1
90,1.11,26.22
91,1.07,26.46
92,1.07,25.6
93,1.07,26.2
94,1.08,26.0
95,1.07,26.22
96,1.07,26.45
97,1.07,26.3
98,1.07,27.13
99,1.06,25.67
100,1.07,25.84
101,1.08,26.65
102,1.04,27.01
103,1.07,26.9
104,1.04,26.64
105,1.05,26.57
106,1.04,27.21
107,1.04,26.91
108,1.05,26.34
109,1.04,26.32
110,1.04,27.26
111,1.02,26.88
112,1.03,26.46
113,1.03,26.5
114,1.03,26.63
115,1.03,27.58
116,1.03,26.68
117,1.02,27.36
118,1.03,26.64
119,1.03,26.96
120,1.02,26.86
121,0.98,26.89
122,1.01,27.49
123,1.02,27.16
124,1.03,27.31
125,1.02,27.28
126,1.02,26.85
127,1.0,27.36
128,1.01,27.41
129,1.0,27.67
130,1.01,28.06
131,1.0,27.89
132,1.0,27.64
133,0.99,27.8
134,0.99,27.77
135,0.98,27.52
136,1.0,27.3
137,1.02,28.14
138,0.98,27.44
139,0.98,28.17
140,0.98,27.9
141,0.99,27.83
142,0.99,27.85
143,0.97,27.88
144,0.98,27.84
145,0.97,27.74
146,0.97,27.77
147,0.96,28.07
148,0.97,27.7
149,0.95,28.29
150,0.96,29.04
151,0.96,28.2
152,0.95,28.41
153,0.98,28.64
154,0.97,28.52
155,0.94,28.69
156,0.95,28.82
157,0.96,28.5
158,0.94,28.43
159,0.96,28.78
160,0.94,28.76
161,0.93,29.34
162,0.95,28.54
163,0.94,29.14
164,0.95,28.45
165,0.95,28.04
166,0.94,29.17
167,0.95,29.12
168,0.94,28.7
169,0.94,28.94
170,0.94,28.87
171,0.92,28.73
172,0.92,28.72
173,0.93,28.9
174,0.94,28.97
175,0.93,28.51
176,0.93,29.33
177,0.91,28.98
178,0.92,28.86
179,0.91,28.91
180,0.92,29.07
181,0.91,29.05
182,0.9,29.6
183,0.91,28.93
184,0.9,29.09
185,0.91,29.29
186,0.89,29.86
187,0.91,28.92
188,0.92,29.65
189,0.88,29.27
190,0.89,29.38
191,0.89,29.43
192,0.87,29.69
193,0.89,29.76
194,0.89,29.49
195,0.89,29.43
196,0.89,29.85
197,0.87,29.58
198,0.88,29.38
199,0.88,29.3
