Round,Train Loss,Accuracy
0,1.67,10.0
1,1.65,12.45
2,1.63,10.02
3,1.63,11.18
4,1.61,14.69
5,1.6,15.74
6,1.58,16.61
7,1.56,10.35
8,1.54,10.01
9,1.53,10.05
10,1.52,10.05
11,1.51,10.12
12,1.51,10.4
13,1.51,11.2
14,1.49,11.39
15,1.5,12.25
16,1.49,13.61
17,1.48,14.78
18,1.48,14.49
19,1.47,16.72
20,1.48,17.51
21,1.46,17.95
22,1.46,18.87
23,1.45,19.48
24,1.45,19.96
25,1.45,19.88
26,1.42,19.65
27,1.42,20.28
28,1.4,20.5
29,1.4,20.35
30,1.39,20.42
31,1.37,20.44
32,1.36,20.44
33,1.34,20.49
34,1.33,20.65
35,1.33,20.57
36,1.3,20.73
37,1.29,20.7
38,1.29,20.41
39,1.27,21.09
40,1.28,20.27
41,1.27,21.56
42,1.25,21.35
43,1.25,21.46
44,1.24,21.8
45,1.22,21.47
46,1.22,22.46
47,1.21,22.29
48,1.21,22.62
49,1.19,22.56
50,1.18,22.89
51,1.19,22.68
52,1.19,23.7
53,1.17,22.71
54,1.18,23.37
55,1.18,23.95
56,1.18,24.58
57,1.15,23.85
58,1.15,24.58
59,1.15,24.68
60,1.14,24.92
61,1.14,24.79
62,1.16,24.3
63,1.14,24.81
64,1.14,24.07
65,1.14,24.44
66,1.12,25.36
67,1.14,25.09
68,1.13,24.94
69,1.11,25.55
70,1.13,25.27
71,1.11,25.39
72,1.11,25.57
73,1.11,25.56
74,1.11,26.2
75,1.09,25.95
76,1.11,25.91
77,1.09,26.29
78,1.09,26.33
79,1.08,26.56
80,1.09,26.18
81,1.09,26.43
82,1.08,26.13
83,1.08,26.52
84,1.08,26.42
85,1.07,26.7
86,1.1,26.55
87,1.07,26.77
88,1.08,26.61
89,1.08,26.49
90,1.09,26.68
91,1.06,26.8
92,1.06,26.15
93,1.06,26.56
94,1.07,26.29
95,1.06,26.5
96,1.06,26.96
97,1.05,26.77
98,1.06,27.26
99,1.05,26.5
100,1.05,26.13
101,1.07,27.02
102,1.03,27.39
103,1.06,27.24
104,1.03,26.78
105,1.03,26.92
106,1.03,27.42
107,1.03,27.44
108,1.03,26.64
109,1.02,26.74
110,1.03,27.5
111,1.01,27.31
112,1.02,26.93
113,1.01,26.97
114,1.02,26.9
115,1.02,27.81
116,1.02,27.13
117,1.01,27.9
118,1.01,27.02
119,1.01,27.49
120,1.01,27.66
121,0.97,27.37
122,0.99,27.91
123,1.0,27.57
124,1.01,27.86
125,1.01,28.22
126,1.0,27.32
127,0.99,27.65
128,1.0,28.21
129,0.98,28.03
130,1.0,28.32
131,0.99,28.17
132,0.99,27.94
133,0.97,28.18
134,0.97,28.05
135,0.97,28.18
136,0.98,27.6
137,1.01,28.26
138,0.97,28.08
139,0.97,28.25
140,0.97,28.33
141,0.99,28.3
142,0.98,28.16
143,0.96,28.04
144,0.97,27.66
145,0.96,28.11
146,0.96,28.38
147,0.95,28.3
148,0.96,27.93
149,0.94,28.36
150,0.95,29.05
151,0.95,28.63
152,0.94,28.56
153,0.97,28.87
154,0.96,28.67
155,0.93,29.08
156,0.95,28.79
157,0.94,29.11
158,0.94,28.57
159,0.94,29.04
160,0.93,28.87
161,0.92,29.41
162,0.94,28.56
163,0.93,28.82
164,0.94,28.29
165,0.94,28.19
166,0.93,28.99
167,0.94,29.23
168,0.94,28.99
169,0.93,28.98
170,0.92,29.2
171,0.91,28.81
172,0.91,28.71
173,0.92,29.16
174,0.93,29.18
175,0.92,28.89
176,0.92,29.1
177,0.9,29.2
178,0.91,29.12
179,0.9,29.11
180,0.9,29.04
181,0.9,29.19
182,0.9,29.42
183,0.9,29.37
184,0.89,29.31
185,0.9,29.28
186,0.88,29.78
187,0.9,29.37
188,0.91,29.71
189,0.87,29.7
190,0.88,29.54
191,0.88,29.39
192,0.86,29.83
193,0.88,29.69
194,0.88,29.76
195,0.88,29.65
196,0.88,30.14
197,0.85,29.72
198,0.87,29.71
199,0.86,29.73
