Round,Train Loss,Accuracy
0,0.91,10.06
1,0.8,10.3
2,0.74,11.12
3,0.72,11.38
4,0.7,11.83
5,0.69,11.68
6,0.68,13.63
7,0.64,14.52
8,0.63,14.94
9,0.63,13.36
10,0.68,12.14
11,0.65,11.82
12,0.64,14.2
13,0.62,15.69
14,0.61,16.65
15,0.6,17.69
16,0.59,18.62
17,0.57,18.77
18,0.57,18.87
19,0.56,16.3
20,0.64,15.32
21,0.6,15.65
22,0.6,17.81
23,0.58,18.47
24,0.57,19.08
25,0.55,19.32
26,0.55,19.89
27,0.54,20.28
28,0.52,20.38
29,0.52,20.29
30,0.59,18.71
31,0.57,20.57
32,0.56,20.02
33,0.54,20.33
34,0.54,20.96
35,0.52,21.87
36,0.5,21.45
37,0.5,21.47
38,0.49,21.74
39,0.5,23.39
40,0.55,20.75
41,0.53,21.54
42,0.52,21.97
43,0.51,21.67
44,0.49,22.43
45,0.49,21.88
46,0.48,23.14
47,0.48,23.0
48,0.46,22.32
49,0.45,25.55
50,0.51,22.43
51,0.5,21.35
52,0.48,22.47
53,0.47,23.22
54,0.46,23.34
55,0.46,23.43
56,0.44,24.1
57,0.44,24.42
58,0.43,26.24
59,0.43,27.42
60,0.49,22.71
61,0.47,22.71
62,0.47,23.61
63,0.45,23.62
64,0.45,24.15
65,0.44,24.91
66,0.43,25.55
67,0.42,25.35
68,0.42,26.47
69,0.41,29.52
70,0.47,23.34
71,0.45,23.05
72,0.44,24.24
73,0.44,25.12
74,0.43,24.99
75,0.42,26.43
76,0.41,26.09
77,0.41,26.32
78,0.4,27.22
79,0.4,30.63
80,0.46,24.25
81,0.45,24.67
82,0.43,25.06
83,0.42,26.41
84,0.42,26.39
85,0.41,26.24
86,0.4,27.19
87,0.4,28.26
88,0.39,26.94
89,0.4,31.87
90,0.44,25.65
91,0.42,25.65
92,0.42,26.43
93,0.41,26.38
94,0.41,27.55
95,0.4,26.37
96,0.39,28.59
97,0.38,28.63
98,0.38,29.04
99,0.37,32.32
100,0.43,27.34
101,0.41,26.28
102,0.41,26.89
103,0.4,27.34
104,0.39,27.17
105,0.38,29.75
106,0.38,28.71
107,0.37,28.48
108,0.37,28.85
109,0.37,33.32
110,0.42,28.23
111,0.4,27.28
112,0.39,27.36
113,0.39,28.84
114,0.4,29.32
115,0.38,28.61
116,0.37,29.78
117,0.36,29.21
118,0.37,29.66
119,0.36,34.15
120,0.41,29.5
121,0.39,27.79
122,0.39,28.79
123,0.38,29.33
124,0.37,29.03
125,0.37,29.09
126,0.37,29.42
127,0.37,30.23
128,0.35,30.23
129,0.35,35.25
130,0.4,30.41
131,0.38,29.42
132,0.38,29.74
133,0.37,29.68
134,0.37,30.2
135,0.35,29.43
136,0.36,29.56
137,0.36,30.12
138,0.35,30.22
139,0.34,35.77
140,0.38,31.09
141,0.38,29.25
142,0.37,29.36
143,0.38,29.75
144,0.37,30.46
145,0.35,31.18
146,0.35,30.71
147,0.35,30.71
148,0.34,30.64
149,0.34,35.52
150,0.38,31.35
151,0.37,29.65
152,0.36,29.84
153,0.37,30.72
154,0.35,30.74
155,0.35,31.31
156,0.34,31.27
157,0.34,32.17
158,0.33,31.55
159,0.33,35.8
160,0.37,31.92
161,0.36,29.53
162,0.36,30.72
163,0.35,31.27
164,0.35,31.31
165,0.35,32.03
166,0.34,31.48
167,0.34,31.58
168,0.34,31.8
169,0.33,36.1
170,0.38,31.85
171,0.37,29.95
172,0.36,30.22
173,0.36,30.74
174,0.35,31.56
175,0.34,32.23
176,0.33,31.38
177,0.33,31.59
178,0.32,31.31
179,0.32,36.28
180,0.37,31.9
181,0.35,30.24
182,0.35,30.64
183,0.35,31.01
184,0.34,31.37
185,0.33,31.82
186,0.33,31.84
187,0.32,31.94
188,0.32,32.06
189,0.31,36.37
190,0.36,32.28
191,0.35,29.95
192,0.36,31.54
193,0.34,31.36
194,0.33,31.75
195,0.33,31.81
196,0.33,31.91
197,0.32,32.22
198,0.31,32.56
199,0.32,36.58
