Round,Train Loss,Accuracy
0,1.68,10.0
1,1.65,10.0
2,1.64,10.0
3,1.64,10.0
4,1.62,10.0
5,1.61,12.82
6,1.59,14.19
7,1.57,11.96
8,1.55,12.46
9,1.53,12.57
10,1.52,13.27
11,1.5,12.57
12,1.5,12.97
13,1.5,15.36
14,1.49,16.93
15,1.48,16.12
16,1.47,17.94
17,1.47,17.83
18,1.48,18.36
19,1.45,18.94
20,1.45,19.42
21,1.44,19.92
22,1.43,20.12
23,1.44,20.15
24,1.42,19.91
25,1.41,19.0
26,1.4,19.86
27,1.38,19.63
28,1.36,19.76
29,1.36,20.05
30,1.35,19.19
31,1.34,19.59
32,1.33,19.69
33,1.33,19.8
34,1.32,20.2
35,1.3,20.18
36,1.33,20.21
37,1.29,20.44
38,1.29,20.4
39,1.28,21.05
40,1.27,21.18
41,1.28,21.28
42,1.27,21.65
43,1.24,22.03
44,1.25,21.82
45,1.23,22.19
46,1.24,22.78
47,1.24,22.66
48,1.23,22.28
49,1.23,22.45
50,1.23,22.6
51,1.23,22.93
52,1.22,23.17
53,1.22,23.17
54,1.22,23.21
55,1.2,23.37
56,1.2,23.0
57,1.2,23.32
58,1.19,23.45
59,1.2,23.07
60,1.19,23.43
61,1.19,23.54
62,1.18,22.76
63,1.19,23.6
64,1.17,23.46
65,1.16,23.13
66,1.17,23.22
67,1.18,23.88
68,1.16,24.22
69,1.19,23.77
70,1.16,23.57
71,1.17,23.28
72,1.16,23.42
73,1.17,23.84
74,1.17,23.8
75,1.16,24.11
76,1.16,23.23
77,1.16,23.98
78,1.14,24.12
79,1.15,23.93
80,1.15,24.32
81,1.14,23.79
82,1.15,24.02
83,1.14,23.98
84,1.14,24.13
85,1.13,24.26
86,1.14,24.4
87,1.13,24.42
88,1.12,24.19
89,1.11,23.73
90,1.12,23.94
91,1.12,24.4
92,1.14,24.1
93,1.11,24.01
94,1.11,24.3
95,1.11,24.28
96,1.11,24.63
97,1.11,24.1
98,1.11,24.48
99,1.11,24.48
100,1.1,24.46
101,1.11,24.27
102,1.09,24.35
103,1.1,24.39
104,1.11,24.46
105,1.09,24.53
106,1.1,24.68
107,1.11,25.16
108,1.07,24.87
109,1.08,25.18
110,1.1,24.8
111,1.08,25.33
112,1.08,25.76
113,1.09,25.56
114,1.08,25.75
115,1.09,26.1
116,1.08,25.91
117,1.06,25.95
118,1.08,26.17
119,1.07,25.79
120,1.07,26.01
121,1.06,26.17
122,1.06,26.14
123,1.07,26.01
124,1.07,26.42
125,1.05,26.55
126,1.07,26.68
127,1.06,26.7
128,1.05,26.69
129,1.04,26.96
130,1.03,26.87
131,1.05,26.84
132,1.03,26.68
133,1.05,26.92
134,1.04,26.74
135,1.03,27.16
136,1.03,27.1
137,1.04,27.01
138,1.01,27.0
139,1.03,27.5
140,1.02,27.08
141,1.02,27.46
142,1.01,27.67
143,1.02,27.55
144,1.02,27.62
145,1.01,27.77
146,1.02,27.8
147,1.02,27.75
148,1.0,27.65
149,1.0,27.85
150,1.02,27.94
151,1.01,28.06
152,0.99,27.95
153,1.0,27.81
154,0.98,28.02
155,1.0,28.1
156,0.99,28.01
157,0.99,28.25
158,0.99,28.08
159,0.98,28.33
160,0.98,28.38
161,0.98,28.27
162,0.97,28.38
163,0.98,28.49
164,0.99,28.35
165,0.97,28.68
166,0.98,28.19
167,0.97,28.69
168,0.96,28.58
169,0.97,28.58
170,0.95,28.87
171,0.96,28.68
172,0.96,28.83
173,0.95,28.94
174,0.95,29.0
175,0.93,29.1
176,0.95,29.17
177,0.95,29.14
178,0.96,29.09
179,0.95,29.2
180,0.95,28.94
181,0.92,29.11
182,0.92,29.09
183,0.93,29.47
184,0.92,29.35
185,0.9,29.23
186,0.94,29.62
187,0.91,29.18
188,0.91,29.22
189,0.91,29.52
190,0.91,29.2
191,0.92,29.48
192,0.91,29.26
193,0.9,29.48
194,0.91,29.44
195,0.92,29.61
196,0.9,29.5
197,0.89,29.38
198,0.89,29.79
199,0.9,29.65
