Round,Train Loss,Accuracy
0,1.25,13.3
1,0.89,15.71
2,0.75,16.66
3,0.7,22.82
4,0.68,24.92
5,0.63,26.09
6,0.61,27.45
7,0.59,28.16
8,0.58,29.5
9,0.56,30.82
10,0.56,31.74
11,0.54,32.25
12,0.53,33.48
13,0.53,34.1
14,0.53,34.86
15,0.51,35.02
16,0.51,35.55
17,0.51,36.46
18,0.5,36.93
19,0.5,37.32
20,0.5,38.04
21,0.49,38.33
22,0.48,38.61
23,0.48,39.14
24,0.48,39.89
25,0.47,39.78
26,0.47,40.26
27,0.47,40.43
28,0.47,40.6
29,0.46,40.94
30,0.46,40.9
31,0.46,41.06
32,0.46,41.06
33,0.46,41.52
34,0.45,41.88
35,0.46,42.51
36,0.45,42.24
37,0.44,42.36
38,0.45,43.02
39,0.44,42.75
40,0.44,42.96
41,0.43,44.15
42,0.44,43.32
43,0.43,43.19
44,0.44,43.72
45,0.43,44.12
46,0.43,44.43
47,0.43,44.5
48,0.42,44.03
49,0.42,44.57
50,0.42,45.34
51,0.41,45.26
52,0.41,44.91
53,0.42,45.93
54,0.41,45.37
55,0.41,45.48
56,0.41,45.9
57,0.41,46.19
58,0.41,45.94
59,0.4,46.28
60,0.4,46.13
61,0.39,46.11
62,0.39,46.9
63,0.4,46.6
64,0.39,46.2
65,0.39,46.98
66,0.4,46.35
67,0.39,46.97
68,0.38,47.52
69,0.39,46.94
70,0.38,47.6
71,0.38,47.38
72,0.38,47.13
73,0.38,47.56
74,0.38,48.19
75,0.38,47.95
76,0.38,47.75
77,0.37,47.78
78,0.37,47.85
79,0.37,47.78
80,0.37,47.99
81,0.38,48.13
82,0.36,48.1
83,0.37,48.36
84,0.36,48.19
85,0.36,48.7
86,0.36,48.62
87,0.36,48.45
88,0.36,48.87
89,0.36,48.7
90,0.36,48.78
91,0.36,49.17
92,0.35,49.22
93,0.35,49.25
94,0.35,49.14
95,0.35,49.32
96,0.34,48.91
97,0.34,49.07
98,0.34,49.1
99,0.35,49.06
100,0.34,49.69
101,0.34,49.53
102,0.34,49.65
103,0.34,49.15
104,0.34,49.46
105,0.34,49.79
106,0.34,49.74
107,0.33,49.73
108,0.34,49.7
109,0.34,49.51
110,0.33,49.92
111,0.33,49.92
112,0.32,49.71
113,0.33,49.59
114,0.33,50.09
115,0.33,50.06
116,0.33,49.93
117,0.33,49.82
118,0.33,49.62
119,0.32,49.98
120,0.32,50.18
121,0.33,50.12
122,0.32,49.76
123,0.32,50.05
124,0.32,50.51
125,0.31,49.96
126,0.32,49.83
127,0.32,50.66
128,0.31,49.92
129,0.31,50.0
130,0.31,49.78
131,0.31,50.1
132,0.31,49.6
133,0.32,50.3
134,0.31,50.08
135,0.31,49.85
136,0.31,50.38
137,0.31,50.54
138,0.31,49.86
139,0.3,49.91
140,0.31,50.32
141,0.3,50.55
142,0.31,50.68
143,0.31,50.41
144,0.3,50.54
145,0.31,50.66
146,0.3,50.87
147,0.3,50.84
148,0.29,50.52
149,0.3,50.77
150,0.31,50.79
151,0.3,50.73
152,0.3,50.32
153,0.3,50.78
154,0.3,50.65
155,0.29,50.6
156,0.29,50.95
157,0.29,50.68
158,0.29,50.54
159,0.29,50.96
160,0.29,50.89
161,0.29,51.14
162,0.29,50.55
163,0.29,50.38
164,0.28,50.93
165,0.29,50.1
166,0.29,50.41
167,0.28,50.58
168,0.29,50.63
169,0.28,50.55
170,0.28,50.6
171,0.29,50.67
172,0.28,50.36
173,0.28,50.66
174,0.28,50.72
175,0.28,50.23
176,0.28,50.4
177,0.28,50.85
178,0.28,50.74
179,0.28,50.64
180,0.28,50.52
181,0.28,50.56
182,0.28,50.13
183,0.28,50.39
184,0.27,50.9
185,0.27,50.4
186,0.28,50.49
187,0.27,50.65
188,0.27,50.68
189,0.27,50.49
190,0.27,50.64
191,0.27,50.59
192,0.27,50.47
193,0.27,50.59
194,0.27,50.83
195,0.27,50.11
196,0.27,50.78
197,0.27,50.65
198,0.26,50.47
199,0.27,50.48
