Round,Train Loss,Accuracy
0,1.59,10.0
1,1.55,10.0
2,1.6,10.0
3,1.72,10.0
4,1.75,10.0
5,1.77,10.0
6,1.74,10.0
7,1.71,10.0
8,1.77,10.0
9,1.69,10.0
10,1.55,10.0
11,1.54,10.0
12,1.59,10.0
13,1.73,10.0
14,1.7,10.0
15,1.66,10.0
16,1.68,10.0
17,1.64,10.0
18,1.63,10.0
19,1.68,10.0
20,1.57,10.0
21,1.55,10.0
22,1.63,10.0
23,1.77,10.0
24,1.76,10.0
25,1.66,10.0
26,1.68,10.0
27,1.68,10.0
28,1.68,10.0
29,1.66,10.0
30,1.55,10.0
31,1.55,10.0
32,1.66,10.0
33,1.7,10.0
34,1.62,10.0
35,1.58,10.0
36,1.61,10.0
37,1.58,10.0
38,1.54,10.0
39,1.52,13.73
40,1.53,10.0
41,1.47,10.0
42,1.58,10.0
43,1.51,10.0
44,1.43,10.0
45,1.46,10.0
46,1.46,10.0
47,1.4,10.0
48,1.41,10.0
49,1.4,12.43
50,1.52,10.0
51,1.47,10.0
52,1.57,10.0
53,1.43,10.0
54,1.43,10.0
55,1.45,10.0
56,1.41,10.0
57,1.36,10.0
58,1.45,10.0
59,1.33,15.48
60,1.51,10.0
61,1.51,10.0
62,1.53,10.0
63,1.45,10.0
64,1.39,10.0
65,1.42,10.0
66,1.35,10.0
67,1.44,10.0
68,1.4,10.0
69,1.37,15.66
70,1.46,10.0
71,1.46,10.0
72,1.53,10.0
73,1.45,10.0
74,1.44,10.0
75,1.41,10.0
76,1.34,10.0
77,1.36,10.0
78,1.41,10.17
79,1.32,16.77
80,1.42,10.0
81,1.42,10.0
82,1.44,10.03
83,1.33,10.0
84,1.36,10.0
85,1.4,10.22
86,1.28,10.1
87,1.36,10.28
88,1.28,10.48
89,1.35,18.26
90,1.42,10.0
91,1.45,10.0
92,1.42,10.03
93,1.32,10.13
94,1.34,10.29
95,1.31,11.15
96,1.25,10.48
97,1.31,11.97
98,1.23,11.99
99,1.28,19.45
100,1.36,10.0
101,1.37,10.0
102,1.41,10.26
103,1.32,10.2
104,1.32,10.8
105,1.29,11.74
106,1.26,11.71
107,1.26,13.4
108,1.15,12.5
109,1.22,19.61
110,1.37,10.0
111,1.35,10.09
112,1.32,10.7
113,1.31,11.35
114,1.28,10.97
115,1.23,11.26
116,1.27,14.49
117,1.17,14.62
118,1.12,13.82
119,1.18,20.4
120,1.28,10.1
121,1.29,10.15
122,1.36,13.84
123,1.15,11.71
124,1.18,14.07
125,1.16,12.87
126,1.16,16.54
127,1.13,15.35
128,1.12,17.05
129,1.07,21.39
130,1.28,10.22
131,1.26,11.16
132,1.27,15.72
133,1.15,14.1
134,1.21,14.98
135,1.13,16.22
136,1.09,16.49
137,1.1,17.09
138,1.03,16.32
