Round,Train Loss,Accuracy
0,1.66,10.77
1,1.64,9.48
2,1.64,9.91
3,1.63,9.79
4,1.61,9.36
5,1.59,10.85
6,1.56,14.89
7,1.54,16.77
8,1.52,17.01
9,1.5,17.45
10,1.49,17.68
11,1.47,17.78
12,1.46,18.23
13,1.45,18.37
14,1.44,18.59
15,1.43,19.01
16,1.42,19.29
17,1.41,19.73
18,1.4,19.92
19,1.39,20.37
20,1.38,20.75
21,1.37,21.04
22,1.36,21.49
23,1.35,21.8
24,1.34,21.92
25,1.32,22.31
26,1.31,22.77
27,1.3,22.94
28,1.29,23.38
29,1.28,23.71
30,1.27,24.27
31,1.25,24.32
32,1.24,24.9
33,1.23,24.97
34,1.22,25.41
35,1.21,25.8
36,1.2,26.38
37,1.19,26.49
38,1.18,27.14
39,1.17,27.53
40,1.16,27.78
41,1.15,27.99
42,1.14,28.28
43,1.13,28.23
44,1.12,28.74
45,1.11,28.93
46,1.1,29.25
47,1.09,29.31
48,1.09,29.35
49,1.08,29.71
50,1.07,30.4
51,1.06,30.7
52,1.06,30.64
53,1.05,31.08
54,1.04,31.29
55,1.03,31.6
56,1.03,31.75
57,1.02,31.99
58,1.01,32.24
59,1.01,32.14
60,1.0,32.23
61,0.99,32.6
62,0.99,32.63
63,0.98,32.97
64,0.98,33.28
65,0.97,33.24
66,0.96,33.36
67,0.96,33.52
68,0.95,33.75
69,0.95,33.43
70,0.94,33.93
71,0.94,34.13
72,0.93,33.79
73,0.93,34.19
74,0.92,34.41
75,0.91,34.4
76,0.91,34.48
77,0.91,34.39
78,0.9,34.5
79,0.89,34.46
80,0.89,34.82
81,0.89,34.88
82,0.88,34.88
83,0.88,35.08
84,0.87,34.95
85,0.87,35.04
86,0.87,35.19
87,0.86,35.13
88,0.86,35.13
89,0.85,35.19
90,0.85,35.25
91,0.85,35.24
92,0.84,35.42
93,0.84,35.05
94,0.83,35.25
95,0.83,35.43
96,0.82,35.2
97,0.82,35.16
98,0.82,35.21
99,0.81,35.31
100,0.81,35.37
101,0.81,35.22
102,0.8,35.15
103,0.8,35.43
104,0.8,35.46
105,0.79,35.37
106,0.79,35.45
107,0.78,35.4
108,0.78,35.56
109,0.78,35.49
110,0.77,35.54
111,0.77,35.58
112,0.77,35.57
113,0.76,35.59
114,0.76,35.63
115,0.76,35.63
116,0.75,35.67
117,0.75,35.54
118,0.75,35.77
119,0.74,35.73
120,0.74,35.69
121,0.74,35.69
122,0.73,35.7
123,0.73,35.75
124,0.73,35.69
125,0.72,35.88
126,0.72,35.83
127,0.72,35.8
128,0.71,35.82
129,0.71,35.79
130,0.71,36.25
131,0.71,36.01
132,0.7,35.98
133,0.7,35.9
134,0.7,36.0
135,0.69,36.0
136,0.69,36.21
137,0.69,36.34
138,0.68,36.19
139,0.68,35.55
140,0.68,36.41
141,0.67,36.29
142,0.67,36.27
143,0.67,36.16
144,0.66,36.13
145,0.66,36.13
146,0.66,36.47
147,0.66,36.27
148,0.65,36.49
149,0.65,36.37
150,0.65,36.58
151,0.64,36.17
152,0.64,36.43
153,0.64,36.33
154,0.63,36.52
155,0.63,36.25
156,0.63,36.37
157,0.63,36.82
158,0.62,36.62
159,0.62,36.47
160,0.62,36.59
161,0.61,36.51
162,0.61,36.65
163,0.61,36.47
164,0.6,36.71
165,0.6,36.63
166,0.6,36.59
167,0.6,36.77
168,0.59,36.57
169,0.59,36.49
170,0.59,36.79
171,0.58,36.61
172,0.58,36.71
173,0.58,36.69
174,0.58,36.58
175,0.57,36.63
176,0.57,36.88
177,0.57,36.9
178,0.56,36.67
179,0.56,36.68
180,0.56,36.63
181,0.56,36.48
182,0.56,36.59
183,0.55,36.52
184,0.55,36.69
185,0.55,36.91
186,0.54,36.72
187,0.54,36.57
188,0.54,36.58
189,0.54,36.67
190,0.53,36.68
191,0.53,36.89
192,0.53,36.76
193,0.52,36.66
194,0.52,36.91
195,0.52,36.9
196,0.52,36.67
197,0.51,36.85
198,0.51,36.61
199,0.51,36.64
