Round,Train Loss,Accuracy
0,1.21,10.78
1,0.93,15.82
2,0.85,18.36
3,0.82,21.68
4,0.79,23.82
5,0.77,26.43
6,0.75,28.17
7,0.73,29.1
8,0.72,30.39
9,0.71,31.12
10,0.69,32.07
11,0.68,33.09
12,0.67,34.07
13,0.66,34.72
14,0.65,35.96
15,0.63,36.27
16,0.62,37.34
17,0.62,38.14
18,0.61,38.54
19,0.61,38.98
20,0.6,39.38
21,0.6,40.12
22,0.59,40.16
23,0.58,40.67
24,0.58,41.03
25,0.58,41.67
26,0.57,42.2
27,0.57,42.7
28,0.56,42.92
29,0.56,43.19
30,0.56,43.7
31,0.56,43.8
32,0.55,44.05
33,0.55,44.38
34,0.54,44.23
35,0.54,44.74
36,0.54,44.86
37,0.53,45.13
38,0.54,45.18
39,0.53,45.19
40,0.53,45.45
41,0.53,45.69
42,0.52,45.87
43,0.52,46.29
44,0.52,46.02
45,0.52,46.5
46,0.52,47.01
47,0.51,46.84
48,0.51,46.66
49,0.52,46.69
50,0.51,47.04
51,0.51,47.32
52,0.5,47.56
53,0.5,47.25
54,0.5,47.37
55,0.5,47.63
56,0.49,47.31
57,0.5,47.83
58,0.49,47.87
59,0.49,48.25
60,0.49,47.93
61,0.49,48.05
62,0.48,47.89
63,0.49,48.01
64,0.48,47.72
65,0.48,48.14
66,0.48,48.3
67,0.48,48.38
68,0.47,48.47
69,0.48,48.47
70,0.47,48.68
71,0.47,48.72
72,0.47,48.54
73,0.47,48.62
74,0.46,49.06
75,0.47,48.94
76,0.46,49.26
77,0.46,49.13
78,0.46,49.15
79,0.46,49.39
80,0.46,49.1
81,0.46,49.38
82,0.46,49.3
83,0.45,49.07
84,0.45,49.32
85,0.45,49.27
86,0.45,49.73
87,0.45,49.87
88,0.45,50.08
89,0.45,49.36
90,0.45,49.35
91,0.45,49.75
92,0.44,49.9
93,0.44,49.72
94,0.44,49.82
95,0.44,50.05
96,0.44,50.11
97,0.43,50.29
98,0.44,50.11
99,0.43,49.87
100,0.44,50.03
101,0.44,50.38
102,0.43,50.3
103,0.43,50.34
104,0.43,50.47
105,0.43,50.14
106,0.43,50.12
107,0.43,50.25
108,0.42,50.63
109,0.42,50.4
110,0.42,50.76
111,0.42,50.35
112,0.42,50.53
113,0.42,50.55
114,0.42,50.61
115,0.42,50.65
116,0.42,50.98
117,0.42,50.79
118,0.42,50.64
119,0.42,51.08
120,0.41,50.77
121,0.41,50.62
122,0.41,50.73
123,0.41,50.83
124,0.41,50.88
125,0.41,50.88
126,0.41,50.75
127,0.41,50.68
128,0.41,50.93
129,0.41,50.7
130,0.41,50.72
131,0.41,50.5
132,0.41,50.7
133,0.4,50.9
134,0.4,50.89
135,0.4,50.5
136,0.4,50.78
137,0.4,51.1
138,0.4,51.07
139,0.4,50.73
140,0.4,50.92
141,0.39,50.94
142,0.4,50.86
143,0.39,50.89
144,0.39,50.76
145,0.39,51.1
146,0.39,50.91
147,0.39,50.62
148,0.39,50.72
149,0.39,50.79
150,0.39,50.87
151,0.39,50.61
152,0.39,50.91
153,0.39,50.71
154,0.39,50.85
155,0.39,51.06
156,0.39,50.76
157,0.39,50.78
158,0.39,50.85
159,0.38,51.11
160,0.38,51.14
161,0.38,50.99
162,0.38,50.67
163,0.38,51.08
164,0.39,50.98
165,0.38,50.75
166,0.38,50.77
167,0.38,50.68
168,0.38,50.79
169,0.38,51.0
170,0.38,50.79
171,0.37,50.67
172,0.38,50.91
173,0.38,51.16
174,0.37,50.82
175,0.38,50.81
176,0.37,50.9
177,0.37,50.95
178,0.37,50.91
179,0.37,50.56
180,0.37,50.69
181,0.37,51.04
182,0.37,50.88
183,0.37,50.72
184,0.37,50.44
185,0.37,50.63
186,0.37,50.73
187,0.37,50.72
188,0.37,50.52
189,0.37,50.69
190,0.37,50.65
191,0.37,50.88
192,0.37,50.62
193,0.37,50.79
194,0.36,50.86
195,0.37,50.46
196,0.36,50.39
197,0.36,50.92
198,0.36,50.14
199,0.37,50.81
