Round,Train Loss,Accuracy
0,1.26,15.58
1,0.85,14.17
2,0.73,18.0
3,0.69,22.27
4,0.64,25.58
5,0.61,26.95
6,0.59,27.92
7,0.57,29.62
8,0.56,30.76
9,0.54,32.04
10,0.53,30.96
11,0.51,32.04
12,0.51,31.79
13,0.51,32.43
14,0.5,32.53
15,0.49,33.13
16,0.49,33.75
17,0.48,33.63
18,0.47,34.11
19,0.47,35.91
20,0.46,34.23
21,0.46,35.24
22,0.45,34.89
23,0.45,35.49
24,0.45,35.39
25,0.44,35.62
26,0.43,36.02
27,0.44,36.0
28,0.43,36.22
29,0.43,36.98
30,0.42,36.89
31,0.43,36.71
32,0.42,37.17
33,0.42,37.42
34,0.42,37.4
35,0.41,37.34
36,0.41,38.07
37,0.41,37.71
38,0.41,37.46
39,0.4,39.42
40,0.4,38.25
41,0.4,38.36
42,0.39,38.64
43,0.39,38.37
44,0.39,39.12
45,0.39,38.93
46,0.39,38.7
47,0.39,39.64
48,0.38,39.06
49,0.38,41.14
50,0.38,39.37
51,0.37,39.49
52,0.37,39.4
53,0.37,39.23
54,0.37,39.38
55,0.36,39.96
56,0.37,39.65
57,0.36,40.01
58,0.36,40.07
59,0.36,41.3
60,0.36,40.38
61,0.35,40.71
62,0.35,40.65
63,0.35,40.85
64,0.35,40.62
65,0.34,40.83
66,0.34,40.96
67,0.35,40.79
68,0.34,40.87
69,0.34,43.01
70,0.34,41.09
71,0.34,41.46
72,0.34,40.98
73,0.33,41.83
74,0.33,41.47
75,0.33,41.15
76,0.33,41.27
77,0.33,41.32
78,0.33,41.68
79,0.33,43.53
80,0.32,41.89
81,0.32,41.86
82,0.32,41.69
83,0.32,42.11
84,0.32,41.61
85,0.32,42.19
86,0.32,42.27
87,0.31,41.7
88,0.32,42.23
89,0.31,44.25
90,0.31,41.84
91,0.31,42.11
92,0.31,42.38
93,0.31,42.14
94,0.31,42.38
95,0.3,42.3
96,0.3,42.36
97,0.3,42.5
98,0.31,42.43
99,0.3,44.44
100,0.29,42.31
101,0.3,42.52
102,0.29,42.86
103,0.3,42.18
104,0.29,42.67
105,0.29,42.59
106,0.3,42.33
107,0.29,42.75
108,0.29,42.93
109,0.29,43.57
110,0.28,42.74
111,0.29,42.5
112,0.29,42.53
113,0.29,42.49
114,0.28,42.41
115,0.28,42.39
116,0.28,42.49
117,0.28,42.36
118,0.28,42.42
119,0.28,43.2
120,0.28,42.46
121,0.28,42.82
122,0.28,42.68
123,0.27,42.82
124,0.28,42.49
125,0.27,42.32
126,0.27,42.38
127,0.27,42.5
128,0.27,42.31
129,0.26,43.39
130,0.27,43.16
131,0.27,42.43
132,0.26,42.56
133,0.26,42.4
134,0.26,42.47
135,0.26,42.26
136,0.26,42.77
137,0.26,42.46
138,0.26,42.29
139,0.26,43.49
140,0.26,42.57
141,0.26,42.57
142,0.26,42.68
143,0.26,42.67
144,0.25,42.4
145,0.25,42.79
146,0.25,42.48
147,0.25,42.56
148,0.25,42.52
149,0.25,43.08
150,0.25,42.27
151,0.26,42.75
152,0.25,42.77
153,0.25,42.53
154,0.25,42.58
155,0.24,42.65
156,0.25,42.86
157,0.24,43.04
158,0.24,43.08
159,0.24,43.47
160,0.24,42.5
161,0.24,42.64
162,0.24,42.67
163,0.24,42.31
164,0.24,42.54
165,0.24,42.61
166,0.24,42.53
167,0.24,42.47
168,0.24,42.26
169,0.23,43.15
170,0.24,42.26
171,0.24,42.42
172,0.23,42.57
173,0.23,42.27
174,0.23,42.38
175,0.23,42.51
176,0.24,42.09
177,0.23,42.04
178,0.23,42.48
179,0.23,42.47
180,0.23,42.19
181,0.23,41.94
182,0.23,42.12
183,0.23,41.87
184,0.23,42.31
185,0.23,42.02
186,0.23,41.93
187,0.23,41.97
188,0.23,42.11
189,0.23,42.68
190,0.23,42.28
191,0.22,42.35
192,0.22,41.9
193,0.23,42.15
194,0.22,42.1
195,0.23,42.37
196,0.23,42.14
197,0.22,42.38
198,0.22,42.21
199,0.23,42.3
