Round,Train Loss,Accuracy
0,1.29,10.93
1,1.0,11.07
2,0.91,13.29
3,0.87,14.92
4,0.83,16.87
5,0.81,19.57
6,0.77,22.85
7,0.75,23.18
8,0.74,25.12
9,0.71,27.02
10,0.7,27.67
11,0.68,28.17
12,0.68,30.23
13,0.66,30.38
14,0.66,32.08
15,0.66,32.73
16,0.64,32.76
17,0.64,33.79
18,0.63,33.7
19,0.63,35.5
20,0.62,34.21
21,0.61,35.25
22,0.6,35.66
23,0.62,35.08
24,0.6,35.79
25,0.59,36.82
26,0.58,36.31
27,0.58,36.38
28,0.58,37.08
29,0.58,36.95
30,0.57,37.54
31,0.56,37.85
32,0.57,37.8
33,0.56,37.84
34,0.55,38.43
35,0.55,38.87
36,0.55,38.95
37,0.54,38.83
38,0.54,38.91
39,0.54,39.83
40,0.54,39.44
41,0.54,39.03
42,0.53,39.6
43,0.53,39.97
44,0.52,39.71
45,0.52,40.19
46,0.51,40.8
47,0.52,41.04
48,0.51,40.75
49,0.51,40.78
50,0.5,40.73
51,0.51,41.67
52,0.51,41.03
53,0.53,40.87
54,0.5,41.0
55,0.5,41.59
56,0.5,41.42
57,0.49,42.0
58,0.49,42.08
59,0.49,42.6
60,0.5,42.09
61,0.5,42.53
62,0.49,42.71
63,0.5,42.96
64,0.47,43.41
65,0.48,42.73
66,0.47,42.66
67,0.47,43.09
68,0.48,43.29
69,0.47,42.99
70,0.47,42.64
71,0.46,43.29
72,0.47,43.47
73,0.46,43.83
74,0.47,43.8
75,0.46,43.71
76,0.45,43.67
77,0.48,43.3
78,0.45,43.99
79,0.46,44.13
80,0.45,44.23
81,0.45,43.74
82,0.44,43.67
83,0.44,43.89
84,0.45,43.95
85,0.45,43.87
86,0.45,44.3
87,0.47,44.45
88,0.44,44.39
89,0.43,44.08
90,0.45,43.58
91,0.44,44.63
92,0.44,44.2
93,0.45,43.36
94,0.43,44.31
95,0.43,44.02
96,0.45,44.18
97,0.42,44.23
98,0.42,44.5
99,0.43,44.81
100,0.43,44.66
101,0.41,44.66
102,0.42,44.34
103,0.42,44.65
104,0.41,44.71
105,0.41,44.68
106,0.41,44.91
107,0.41,44.82
108,0.41,44.58
109,0.4,44.77
110,0.41,44.55
111,0.4,44.8
112,0.41,44.44
113,0.4,44.48
114,0.4,44.91
115,0.39,45.18
116,0.39,45.02
117,0.39,45.15
118,0.4,45.14
119,0.39,45.04
120,0.4,45.19
121,0.39,44.95
122,0.39,44.69
123,0.38,44.82
124,0.39,45.15
125,0.38,44.87
126,0.38,45.17
127,0.38,45.13
128,0.38,45.05
129,0.37,45.42
130,0.38,44.79
131,0.38,45.47
132,0.37,45.04
133,0.37,45.55
134,0.37,45.29
135,0.37,44.88
136,0.37,45.15
137,0.37,45.05
138,0.37,45.35
139,0.36,45.72
140,0.36,45.02
141,0.38,45.14
142,0.36,45.18
143,0.36,45.32
144,0.36,45.1
145,0.37,45.55
146,0.36,45.27
147,0.36,45.68
148,0.35,44.86
149,0.35,45.36
150,0.36,45.42
151,0.36,45.04
152,0.35,45.02
153,0.35,45.11
154,0.35,44.94
155,0.36,44.99
156,0.34,45.58
157,0.35,45.4
158,0.35,44.9
159,0.36,45.25
160,0.34,45.08
161,0.35,45.26
162,0.34,45.29
163,0.34,44.94
164,0.35,45.05
165,0.36,44.67
166,0.35,44.78
167,0.33,44.88
168,0.34,44.91
169,0.34,45.19
170,0.34,45.08
171,0.34,45.13
172,0.34,45.24
173,0.33,44.87
174,0.33,45.03
175,0.33,45.16
176,0.34,44.59
177,0.34,44.72
178,0.33,44.61
179,0.33,45.16
180,0.32,44.61
181,0.33,44.87
182,0.32,44.77
183,0.33,45.14
184,0.32,45.0
185,0.33,44.66
186,0.32,44.67
187,0.32,45.06
188,0.32,44.88
189,0.33,44.69
190,0.32,44.99
191,0.32,44.72
192,0.32,44.85
193,0.32,44.87
194,0.32,45.09
195,0.32,44.4
196,0.32,44.73
197,0.32,44.73
198,0.32,44.42
199,0.33,45.2
