Round,Train Loss,Accuracy
0,1.74,10.03
1,1.72,8.98
2,1.69,8.73
3,1.68,9.02
4,1.66,9.22
5,1.64,9.4
6,1.63,11.1
7,1.62,12.23
8,1.61,12.11
9,1.6,12.38
10,1.59,13.75
11,1.57,15.48
12,1.56,16.48
13,1.56,16.98
14,1.55,17.41
15,1.54,17.68
16,1.53,18.21
17,1.52,18.56
18,1.51,19.02
19,1.5,19.15
20,1.49,20.03
21,1.48,20.31
22,1.47,20.84
23,1.46,20.84
24,1.45,21.14
25,1.44,22.1
26,1.43,22.42
27,1.43,22.5
28,1.41,22.93
29,1.41,23.57
30,1.4,23.84
31,1.39,24.12
32,1.38,24.26
33,1.37,24.59
34,1.36,24.86
35,1.36,25.05
36,1.35,25.25
37,1.34,25.47
38,1.34,25.66
39,1.33,25.7
40,1.32,25.84
41,1.31,26.15
42,1.31,26.1
43,1.3,26.16
44,1.3,26.08
45,1.29,26.01
46,1.28,26.21
47,1.28,26.23
48,1.27,26.47
49,1.26,26.45
50,1.26,26.5
51,1.25,26.62
52,1.25,26.77
53,1.24,26.77
54,1.23,26.88
55,1.23,26.93
56,1.22,26.8
57,1.22,26.97
58,1.22,27.22
59,1.21,27.01
60,1.2,27.29
61,1.2,27.34
62,1.19,27.38
63,1.19,27.46
64,1.18,27.6
65,1.18,27.72
66,1.18,27.67
67,1.17,27.67
68,1.16,28.0
69,1.16,28.0
70,1.15,28.19
71,1.15,28.14
72,1.14,28.22
73,1.14,28.33
74,1.14,28.39
75,1.13,28.54
76,1.13,28.67
77,1.12,28.73
78,1.12,28.92
79,1.11,28.87
80,1.11,29.14
81,1.1,29.07
82,1.1,29.32
83,1.1,29.2
84,1.09,29.26
85,1.09,29.57
86,1.08,29.39
87,1.08,29.33
88,1.07,29.48
89,1.06,29.49
90,1.06,29.72
91,1.06,29.97
92,1.05,30.07
93,1.05,29.94
94,1.04,30.13
95,1.04,30.28
96,1.03,30.41
97,1.03,30.46
98,1.02,30.46
99,1.02,30.7
100,1.01,30.54
101,1.01,30.64
102,1.01,30.75
103,1.0,30.81
104,1.0,30.92
105,0.99,30.97
106,0.99,31.13
107,0.99,31.19
108,0.98,31.34
109,0.98,31.2
110,0.97,31.42
111,0.97,31.39
112,0.96,31.3
113,0.96,31.44
114,0.96,31.49
115,0.95,31.58
116,0.95,31.47
117,0.94,31.61
118,0.94,31.74
119,0.94,31.82
120,0.93,31.78
121,0.93,31.92
122,0.93,31.98
123,0.92,31.95
124,0.92,32.11
125,0.92,31.99
126,0.91,31.99
127,0.91,32.07
128,0.9,32.04
129,0.9,32.16
130,0.9,32.27
131,0.89,32.33
132,0.89,32.47
133,0.88,32.22
134,0.88,32.38
135,0.87,32.51
136,0.87,32.38
137,0.87,32.48
138,0.87,32.54
139,0.86,32.66
140,0.86,32.74
141,0.85,32.73
142,0.85,32.82
143,0.85,32.85
144,0.85,32.86
145,0.84,32.85
146,0.84,32.94
147,0.84,33.02
148,0.83,33.01
149,0.83,32.92
150,0.83,33.07
151,0.83,33.16
152,0.82,33.24
153,0.82,33.1
154,0.82,33.35
155,0.82,33.34
156,0.81,33.3
157,0.81,33.39
158,0.81,33.33
159,0.8,33.48
160,0.8,33.32
161,0.79,33.42
162,0.79,33.35
163,0.79,33.53
164,0.79,33.6
165,0.78,33.64
166,0.78,33.55
167,0.78,33.46
168,0.77,33.59
169,0.77,33.47
170,0.77,33.46
171,0.77,33.43
172,0.76,33.51
173,0.76,33.64
174,0.76,33.6
175,0.76,33.42
176,0.75,33.45
177,0.75,33.5
178,0.75,33.82
179,0.75,33.63
180,0.74,33.49
181,0.74,33.53
182,0.74,33.66
183,0.73,33.86
184,0.73,33.61
185,0.73,33.58
186,0.72,33.56
187,0.72,33.56
188,0.72,33.54
189,0.72,33.6
190,0.71,33.56
191,0.71,33.76
192,0.71,33.8
193,0.71,33.54
194,0.7,33.77
195,0.7,33.7
196,0.7,33.63
197,0.69,33.59
198,0.69,33.73
199,0.69,33.58
