Round,Train Loss,Accuracy
0,1.22,10.04
1,1.07,10.12
2,0.99,10.2
3,0.96,10.0
4,0.94,10.0
5,0.92,10.06
6,0.89,10.23
7,0.91,10.96
8,0.89,12.71
9,0.89,13.5
10,0.88,15.33
11,0.89,17.16
12,0.86,16.75
13,0.87,18.56
14,0.86,19.86
15,0.85,20.83
16,0.83,21.28
17,0.82,22.32
18,0.81,22.82
19,0.81,22.95
20,0.81,24.09
21,0.78,24.56
22,0.77,24.76
23,0.77,25.18
24,0.75,26.58
25,0.75,26.12
26,0.74,27.5
27,0.72,27.75
28,0.72,28.2
29,0.71,29.31
30,0.7,29.45
31,0.69,29.86
32,0.67,29.57
33,0.69,30.1
34,0.67,30.11
35,0.67,30.47
36,0.68,31.19
37,0.67,30.8
38,0.66,31.2
39,0.65,30.83
40,0.64,31.42
41,0.64,31.42
42,0.65,31.71
43,0.63,31.56
44,0.62,32.02
45,0.63,31.91
46,0.63,32.23
47,0.62,32.43
48,0.63,32.37
49,0.63,32.47
50,0.61,32.68
51,0.61,33.17
52,0.6,32.69
53,0.6,32.97
54,0.6,33.19
55,0.6,33.1
56,0.59,33.23
57,0.59,33.57
58,0.6,33.98
59,0.59,33.58
60,0.6,33.39
61,0.6,33.9
62,0.58,34.34
63,0.58,33.95
64,0.58,34.32
65,0.59,34.53
66,0.58,34.5
67,0.59,34.52
68,0.59,34.84
69,0.58,34.64
70,0.58,34.98
71,0.57,35.09
72,0.6,35.03
73,0.59,35.19
74,0.57,35.12
75,0.57,35.07
76,0.58,35.68
77,0.56,35.35
78,0.56,35.86
79,0.56,35.32
80,0.56,35.38
81,0.56,35.87
82,0.58,36.06
83,0.56,35.99
84,0.56,36.04
85,0.57,36.22
86,0.56,35.72
87,0.56,36.32
88,0.53,36.21
89,0.54,36.49
90,0.53,36.26
91,0.53,36.33
92,0.53,36.55
93,0.55,36.72
94,0.55,36.65
95,0.54,36.68
96,0.53,36.96
97,0.52,37.29
98,0.54,37.43
99,0.54,37.46
100,0.53,37.28
101,0.52,37.46
102,0.51,37.45
103,0.52,37.55
104,0.52,37.79
105,0.51,37.7
106,0.5,37.86
107,0.5,37.99
108,0.51,37.93
109,0.5,38.24
110,0.5,38.11
111,0.49,38.34
112,0.49,38.09
113,0.48,38.26
114,0.48,38.19
115,0.5,38.13
116,0.48,38.28
117,0.48,38.55
118,0.52,38.61
119,0.48,38.6
120,0.47,38.46
121,0.49,38.43
122,0.48,38.69
123,0.46,38.72
124,0.47,38.75
125,0.48,38.48
126,0.46,38.81
127,0.46,38.67
128,0.46,39.22
129,0.46,38.96
130,0.47,38.86
131,0.45,38.9
132,0.46,38.89
133,0.46,38.85
134,0.45,39.21
135,0.47,39.1
136,0.46,38.88
137,0.46,38.91
138,0.45,39.08
139,0.45,39.11
140,0.43,39.23
141,0.44,39.22
142,0.45,39.47
143,0.43,39.2
144,0.44,39.39
145,0.43,39.31
146,0.43,39.14
147,0.44,39.49
148,0.42,39.41
149,0.43,39.38
150,0.43,39.64
151,0.44,39.6
152,0.43,39.84
153,0.42,39.84
154,0.42,39.8
155,0.41,39.86
156,0.41,39.74
157,0.4,39.82
158,0.41,39.9
159,0.4,40.24
160,0.41,40.14
161,0.42,39.75
162,0.4,40.24
163,0.39,39.85
164,0.4,39.8
165,0.4,39.88
166,0.4,39.86
167,0.4,39.9
168,0.39,39.85
169,0.4,39.99
170,0.39,39.8
171,0.42,40.04
172,0.38,39.98
173,0.39,39.83
174,0.4,40.44
175,0.38,40.02
176,0.38,40.17
177,0.39,39.99
178,0.39,39.93
179,0.38,40.14
180,0.41,40.02
181,0.38,39.99
182,0.39,40.1
183,0.37,40.25
184,0.37,40.24
185,0.37,39.9
186,0.36,40.44
187,0.38,40.24
188,0.36,40.21
189,0.37,40.37
190,0.36,40.48
191,0.36,40.38
192,0.37,40.42
193,0.35,40.48
194,0.36,40.65
195,0.36,40.32
196,0.36,40.4
197,0.35,40.77
198,0.35,40.62
199,0.34,40.45
