Round,Train Loss,Accuracy
0,1.76,10.11
1,1.74,12.85
2,1.73,9.62
3,1.72,10.0
4,1.71,10.0
5,1.71,10.0
6,1.69,10.09
7,1.68,11.3
8,1.66,15.11
9,1.64,12.38
10,1.61,12.58
11,1.59,13.18
12,1.59,14.96
13,1.56,14.93
14,1.56,16.46
15,1.54,17.53
16,1.52,18.12
17,1.53,18.31
18,1.49,19.82
19,1.49,19.96
20,1.45,20.48
21,1.46,20.75
22,1.42,21.31
23,1.4,22.38
24,1.39,22.68
25,1.38,23.31
26,1.38,23.9
27,1.34,24.79
28,1.33,25.69
29,1.31,25.95
30,1.29,25.94
31,1.28,26.59
32,1.25,27.4
33,1.24,27.98
34,1.23,27.69
35,1.21,28.99
36,1.18,28.49
37,1.2,29.05
38,1.2,29.58
39,1.17,30.12
40,1.16,29.9
41,1.16,30.84
42,1.14,31.41
43,1.15,31.39
44,1.13,30.69
45,1.12,31.67
46,1.12,31.6
47,1.11,31.49
48,1.1,31.85
49,1.12,32.27
50,1.1,31.77
51,1.08,32.54
52,1.08,32.76
53,1.07,32.27
54,1.05,32.43
55,1.05,32.77
56,1.06,32.98
57,1.06,32.41
58,1.06,33.19
59,1.04,33.24
60,1.02,32.44
61,1.04,33.26
62,1.03,33.23
63,1.01,32.75
64,1.03,33.72
65,1.0,33.63
66,1.01,33.28
67,1.01,33.83
68,1.01,33.47
69,1.01,33.83
70,1.02,33.41
71,0.98,33.97
72,0.98,33.94
73,0.99,34.06
74,0.99,33.97
75,0.97,34.48
76,0.97,33.87
77,0.97,34.29
78,0.96,34.73
79,0.95,34.32
80,0.97,34.25
81,0.96,34.65
82,0.94,34.35
83,0.95,35.08
84,0.93,36.05
85,0.92,35.11
86,0.93,35.56
87,0.94,35.53
88,0.91,35.58
89,0.91,35.66
90,0.92,35.71
91,0.91,35.41
92,0.91,35.93
93,0.9,36.27
94,0.89,36.34
95,0.89,35.44
96,0.88,35.98
97,0.88,36.16
98,0.9,36.11
99,0.89,36.14
100,0.87,36.52
101,0.86,36.67
102,0.85,36.66
103,0.87,36.49
104,0.86,37.1
105,0.88,36.64
106,0.85,36.49
107,0.86,36.85
108,0.85,37.25
109,0.85,37.53
110,0.85,37.18
111,0.83,37.59
112,0.82,37.38
113,0.85,37.6
114,0.82,37.93
115,0.81,37.07
116,0.82,37.59
117,0.82,37.55
118,0.81,37.68
119,0.81,37.92
120,0.8,37.73
121,0.79,37.69
122,0.8,37.87
123,0.8,37.93
124,0.77,37.61
125,0.8,38.07
126,0.79,37.96
127,0.78,38.46
128,0.77,38.19
129,0.77,38.37
130,0.75,38.11
131,0.76,38.19
132,0.76,38.4
133,0.76,38.44
134,0.74,38.32
135,0.74,38.57
136,0.75,38.56
137,0.76,38.13
138,0.73,38.29
139,0.74,38.47
140,0.71,38.47
141,0.72,38.48
142,0.71,38.31
143,0.71,38.26
144,0.7,38.31
145,0.71,38.64
146,0.69,38.57
147,0.71,38.52
148,0.72,39.01
149,0.69,38.39
150,0.71,38.72
151,0.7,39.19
152,0.7,38.08
153,0.7,38.71
154,0.68,39.04
155,0.68,38.93
156,0.68,38.76
157,0.69,39.21
158,0.68,39.44
159,0.65,38.64
160,0.67,39.18
161,0.68,39.25
162,0.66,39.37
163,0.66,39.0
164,0.64,39.17
165,0.64,39.13
166,0.65,39.26
167,0.63,39.22
168,0.63,38.98
169,0.63,39.31
170,0.63,39.14
171,0.63,39.64
172,0.62,39.33
173,0.64,39.17
174,0.61,39.28
175,0.62,39.33
176,0.62,39.23
177,0.59,39.51
178,0.6,39.24
179,0.61,39.47
180,0.59,39.35
181,0.61,39.73
182,0.6,39.45
183,0.6,39.4
184,0.58,39.54
185,0.59,39.69
186,0.57,39.39
187,0.58,39.75
188,0.57,39.73
189,0.57,40.04
190,0.56,39.82
191,0.56,39.72
192,0.56,40.11
193,0.56,39.74
194,0.57,39.21
195,0.56,39.6
196,0.55,39.94
197,0.54,39.78
198,0.55,40.39
199,0.54,39.74
