Round,Train Loss,Accuracy
0,1.93,8.11
1,1.93,10.0
2,1.95,10.0
3,2.0,10.0
4,2.07,10.0
5,2.11,10.0
6,2.11,10.0
7,2.12,10.0
8,2.11,10.0
9,2.08,10.0
10,2.09,10.0
11,2.08,10.0
12,2.08,10.0
13,2.07,10.0
14,2.07,9.71
15,1.9,8.94
16,1.91,10.0
17,1.94,10.0
18,2.0,10.0
19,2.04,10.0
20,2.03,10.0
21,2.01,10.0
22,1.99,10.0
23,1.99,10.0
24,1.97,10.0
25,1.95,10.0
26,1.94,10.0
27,1.91,10.0
28,1.9,10.0
29,1.88,16.89
30,1.98,10.0
31,1.99,10.0
32,2.0,10.0
33,1.99,10.0
34,1.96,10.0
35,1.92,10.0
36,1.9,10.0
37,1.89,10.0
38,1.87,10.0
39,1.86,10.0
40,1.84,10.0
41,1.82,10.0
42,1.81,10.0
43,1.78,10.0
44,1.77,17.26
45,1.9,11.44
46,1.87,10.12
47,1.85,10.3
48,1.8,10.96
49,1.76,11.29
50,1.75,11.7
51,1.73,12.05
52,1.71,12.24
53,1.69,13.2
54,1.67,12.47
55,1.66,14.99
56,1.63,16.26
57,1.61,14.62
58,1.6,16.94
59,1.57,18.29
60,1.81,13.43
61,1.78,12.15
62,1.75,13.64
63,1.7,15.29
64,1.67,15.2
65,1.65,15.01
66,1.64,17.9
67,1.6,17.54
68,1.59,18.77
69,1.57,17.48
70,1.56,18.76
71,1.53,17.98
72,1.52,18.44
73,1.5,19.34
74,1.47,19.57
75,1.72,15.57
76,1.7,15.61
77,1.66,17.2
78,1.63,18.16
79,1.6,19.01
80,1.58,20.26
81,1.55,18.74
82,1.54,19.4
83,1.52,19.79
84,1.49,20.62
85,1.46,20.82
86,1.44,19.65
87,1.43,20.92
88,1.4,21.24
89,1.38,20.52
90,1.67,16.05
91,1.65,16.88
92,1.61,19.76
93,1.57,20.02
94,1.55,20.07
95,1.52,20.64
96,1.5,19.51
97,1.48,20.64
98,1.45,20.89
99,1.42,21.13
100,1.4,21.18
101,1.38,21.61
102,1.35,21.37
103,1.33,21.3
104,1.31,21.48
105,1.61,18.98
106,1.57,19.28
107,1.54,20.83
108,1.49,21.57
109,1.46,21.24
110,1.44,22.04
111,1.4,22.61
112,1.37,22.27
113,1.35,22.27
114,1.32,22.73
115,1.3,23.39
116,1.27,23.0
117,1.24,22.56
118,1.22,23.78
119,1.18,21.92
120,1.57,19.25
121,1.54,19.63
122,1.51,21.36
123,1.46,21.69
124,1.43,22.13
125,1.4,21.93
126,1.38,23.44
127,1.34,22.08
128,1.33,22.63
129,1.29,22.51
130,1.27,22.96
131,1.24,23.6
132,1.21,22.69
133,1.19,24.01
134,1.15,22.25
135,1.54,19.08
136,1.52,21.59
137,1.47,22.31
138,1.43,21.73
139,1.41,22.71
140,1.37,22.64
141,1.34,21.79
142,1.33,24.01
143,1.28,22.46
144,1.27,22.93
145,1.24,23.44
146,1.2,23.89
147,1.17,23.72
148,1.14,24.3
149,1.11,22.98
150,1.51,20.39
151,1.49,22.49
152,1.44,23.29
153,1.4,21.88
154,1.38,22.76
155,1.34,22.64
156,1.32,24.3
157,1.28,22.71
158,1.27,23.51
159,1.22,24.22
160,1.19,24.1
161,1.16,24.35
162,1.13,24.62
163,1.11,24.69
164,1.08,24.01
165,1.5,20.68
166,1.48,23.58
167,1.41,23.11
168,1.38,23.71
169,1.35,22.98
170,1.32,24.5
171,1.28,22.91
172,1.27,24.12
173,1.22,24.55
174,1.19,24.71
175,1.16,24.69
176,1.13,24.42
177,1.11,24.81
178,1.07,24.99
179,1.04,25.65
180,1.5,22.58
181,1.45,22.72
182,1.4,24.72
183,1.34,23.59
184,1.32,23.38
185,1.28,25.34
186,1.23,24.01
187,1.21,25.07
188,1.16,25.08
189,1.13,25.63
190,1.09,25.96
191,1.06,25.12
192,1.03,25.68
193,0.98,25.43
194,0.97,25.05
195,1.46,22.1
196,1.44,23.3
197,1.39,24.21
198,1.33,24.48
199,1.3,23.95
