Round,Train Loss,Accuracy
0,1.22,10.11
1,1.09,10.06
2,1.01,9.97
3,0.97,10.0
4,0.95,10.0
5,0.93,10.0
6,0.91,10.0
7,0.92,10.0
8,0.91,9.98
9,0.91,9.98
10,0.9,9.99
11,0.92,10.02
12,0.9,9.99
13,0.9,10.06
14,0.9,10.18
15,0.9,10.16
16,0.89,10.34
17,0.89,10.58
18,0.88,11.27
19,0.88,12.62
20,0.89,13.62
21,0.87,14.13
22,0.88,14.66
23,0.88,13.79
24,0.87,15.95
25,0.88,14.67
26,0.88,17.02
27,0.86,17.14
28,0.86,16.69
29,0.85,17.59
30,0.85,17.67
31,0.85,18.24
32,0.83,18.48
33,0.84,18.31
34,0.83,19.04
35,0.82,19.36
36,0.84,20.21
37,0.83,20.17
38,0.82,20.71
39,0.8,20.53
40,0.8,21.25
41,0.8,22.04
42,0.8,22.41
43,0.79,22.05
44,0.78,22.77
45,0.78,23.24
46,0.77,23.73
47,0.78,24.49
48,0.77,24.24
49,0.76,24.25
50,0.75,24.8
51,0.75,25.22
52,0.74,25.76
53,0.74,26.12
54,0.74,26.22
55,0.74,25.18
56,0.73,26.58
57,0.72,26.56
58,0.73,26.97
59,0.72,27.08
60,0.73,27.13
61,0.72,27.09
62,0.71,27.6
63,0.71,27.52
64,0.7,27.89
65,0.71,27.88
66,0.7,28.12
67,0.71,28.42
68,0.7,28.28
69,0.7,28.31
70,0.69,28.58
71,0.69,28.81
72,0.71,29.12
73,0.7,29.32
74,0.69,29.09
75,0.69,29.13
76,0.69,29.63
77,0.68,29.73
78,0.67,30.26
79,0.67,29.8
80,0.67,29.69
81,0.67,30.39
82,0.69,30.89
83,0.67,30.6
84,0.67,30.92
85,0.69,30.69
86,0.66,30.39
87,0.67,30.67
88,0.65,30.67
89,0.66,31.1
90,0.65,31.03
91,0.64,31.08
92,0.66,31.62
93,0.66,31.62
94,0.66,31.54
95,0.65,31.62
96,0.65,31.65
97,0.64,32.09
98,0.65,32.09
99,0.66,32.31
100,0.65,31.97
101,0.63,31.94
102,0.64,32.53
103,0.64,32.58
104,0.64,32.84
105,0.64,32.59
106,0.63,32.85
107,0.64,32.5
108,0.63,32.64
109,0.63,33.05
110,0.63,32.34
111,0.63,32.98
112,0.62,32.92
113,0.61,33.31
114,0.62,33.21
115,0.62,32.99
116,0.61,33.17
117,0.62,33.31
118,0.65,33.32
119,0.62,33.54
120,0.61,33.2
121,0.61,33.32
122,0.62,33.61
123,0.6,33.69
124,0.6,33.68
125,0.62,33.32
126,0.61,33.86
127,0.6,34.0
128,0.6,33.83
129,0.6,33.52
130,0.61,33.64
131,0.58,33.82
132,0.6,33.57
133,0.59,33.85
134,0.58,33.81
135,0.62,34.19
136,0.59,33.98
137,0.59,34.29
138,0.58,34.24
139,0.59,34.4
140,0.57,34.31
141,0.59,34.14
142,0.59,34.65
143,0.58,34.26
144,0.59,34.47
145,0.58,34.43
146,0.58,34.46
147,0.58,34.65
148,0.57,34.52
149,0.58,34.59
150,0.58,34.68
151,0.57,34.67
152,0.59,34.95
153,0.58,34.65
154,0.58,34.52
155,0.56,34.71
156,0.56,34.65
157,0.56,34.69
158,0.57,34.53
159,0.56,34.84
160,0.56,35.24
161,0.58,35.01
162,0.56,35.03
163,0.55,34.99
164,0.56,34.96
165,0.57,34.77
166,0.56,34.75
167,0.56,34.75
168,0.56,34.73
169,0.56,35.06
170,0.55,35.16
171,0.58,35.03
172,0.55,35.2
173,0.55,34.93
174,0.55,35.42
175,0.54,35.01
176,0.54,35.06
177,0.55,35.33
178,0.55,35.32
179,0.53,35.53
180,0.58,35.36
181,0.54,35.39
182,0.55,35.39
183,0.54,35.34
184,0.53,35.62
185,0.53,35.25
186,0.54,35.34
187,0.54,35.3
188,0.54,35.34
189,0.54,35.63
190,0.53,35.74
191,0.53,35.5
192,0.54,35.6
193,0.53,35.82
194,0.53,35.76
195,0.54,35.6
196,0.54,35.69
197,0.52,35.66
198,0.54,35.81
199,0.52,35.77
