Round,Train Loss,Accuracy
0,1.26,10.44
1,1.23,10.34
2,1.22,9.51
3,1.21,10.0
4,1.21,10.0
5,1.21,10.0
6,1.21,10.0
7,1.22,10.0
8,1.22,10.0
9,1.23,10.0
10,1.23,10.0
11,1.24,10.0
12,1.24,10.0
13,1.24,10.0
14,1.25,10.0
15,1.23,10.0
16,1.24,10.0
17,1.25,10.0
18,1.25,10.0
19,1.24,10.0
20,1.24,10.0
21,1.23,10.0
22,1.23,10.0
23,1.23,10.0
24,1.23,10.0
25,1.23,10.0
26,1.22,10.0
27,1.22,10.0
28,1.22,10.0
29,1.22,10.0
30,1.21,10.0
31,1.19,10.0
32,1.2,10.0
33,1.2,10.0
34,1.18,10.0
35,1.18,10.0
36,1.18,10.0
37,1.19,10.0
38,1.17,10.0
39,1.17,10.0
40,1.17,10.0
41,1.17,10.0
42,1.16,10.0
43,1.16,10.0
44,1.16,10.0
45,1.14,10.0
46,1.13,10.0
47,1.14,10.0
48,1.15,10.0
49,1.15,10.0
50,1.14,10.0
51,1.13,10.0
52,1.14,10.0
53,1.13,10.0
54,1.12,10.0
55,1.13,10.0
56,1.11,10.0
57,1.11,10.0
58,1.11,10.0
59,1.1,10.0
60,1.1,10.0
61,1.1,10.0
62,1.09,10.0
63,1.09,10.0
64,1.09,10.0
65,1.1,10.0
66,1.08,10.0
67,1.08,10.0
68,1.07,10.0
69,1.07,10.0
70,1.08,10.0
71,1.07,10.0
72,1.07,10.0
73,1.07,10.0
74,1.06,10.0
75,1.05,10.0
76,1.05,10.0
77,1.05,10.0
78,1.06,10.0
79,1.06,10.0
80,1.06,10.0
81,1.04,10.0
82,1.04,10.0
83,1.05,10.0
84,1.05,10.0
85,1.04,10.0
86,1.04,10.0
87,1.03,10.0
88,1.04,10.0
89,1.03,10.0
90,1.02,10.0
91,1.02,10.0
92,1.02,10.0
93,1.03,10.0
94,1.02,10.0
95,1.03,10.0
96,1.02,10.0
97,1.03,10.0
98,1.02,10.0
99,1.01,10.0
100,1.01,10.0
101,1.0,10.0
102,1.0,10.0
103,1.01,10.0
104,1.0,10.0
105,0.99,10.0
106,0.98,10.0
107,0.98,10.0
108,0.99,9.99
109,0.99,9.99
110,0.98,9.99
111,0.98,10.01
112,0.98,10.03
113,0.97,10.03
114,0.98,10.02
115,0.98,10.03
116,0.98,10.07
117,0.96,10.03
118,0.96,10.08
119,0.97,10.1
120,0.96,10.15
121,0.96,10.14
122,0.96,10.14
123,0.97,10.14
124,0.96,10.16
125,0.96,10.14
126,0.95,10.22
127,0.95,10.28
128,0.95,10.37
129,0.95,10.5
130,0.94,10.58
131,0.94,10.81
132,0.93,10.87
133,0.93,10.86
134,0.93,10.94
135,0.93,10.82
136,0.92,11.01
137,0.92,11.0
138,0.93,11.14
139,0.92,11.27
140,0.92,11.4
141,0.9,11.57
142,0.91,11.58
143,0.9,11.61
144,0.9,11.55
145,0.9,11.83
146,0.89,11.78
147,0.89,11.8
148,0.89,11.84
149,0.89,11.78
150,0.89,11.77
151,0.9,11.82
152,0.89,11.94
153,0.88,12.07
154,0.89,12.56
155,0.87,12.84
156,0.86,12.74
157,0.87,12.99
158,0.86,13.34
159,0.86,13.2
160,0.86,13.46
161,0.85,13.26
162,0.84,13.36
163,0.84,13.42
164,0.84,13.48
165,0.84,13.82
166,0.84,13.62
167,0.85,13.94
168,0.83,13.96
169,0.83,13.8
170,0.82,13.84
171,0.82,13.72
172,0.82,13.89
173,0.81,14.09
174,0.81,13.94
175,0.81,14.16
176,0.8,14.49
177,0.81,14.37
178,0.8,14.54
179,0.79,14.42
180,0.8,14.39
181,0.78,14.88
182,0.78,14.79
183,0.78,14.8
184,0.78,14.88
185,0.77,14.87
186,0.77,14.88
187,0.78,14.86
188,0.77,14.92
189,0.77,15.05
190,0.77,15.19
191,0.76,15.22
192,0.75,15.3
193,0.75,15.44
194,0.75,15.27
195,0.75,15.28
196,0.74,15.61
197,0.74,15.74
198,0.73,15.48
199,0.74,15.58
