Round,Train Loss,Accuracy
0,1.21,10.72
1,0.98,10.38
2,0.91,14.47
3,0.85,15.39
4,0.81,16.19
5,0.79,18.98
6,0.76,21.22
7,0.74,23.09
8,0.71,24.54
9,0.71,22.29
10,0.7,27.89
11,0.68,28.82
12,0.67,29.14
13,0.67,30.32
14,0.65,30.59
15,0.64,31.59
16,0.63,32.22
17,0.62,32.5
18,0.62,32.89
19,0.61,28.26
20,0.61,33.45
21,0.61,33.62
22,0.6,34.68
23,0.6,35.17
24,0.59,35.59
25,0.58,35.77
26,0.58,36.5
27,0.58,36.3
28,0.57,35.44
29,0.56,31.52
30,0.57,36.34
31,0.57,36.64
32,0.57,37.36
33,0.56,37.58
34,0.55,37.52
35,0.56,38.55
36,0.56,37.43
37,0.56,38.85
38,0.54,38.39
39,0.53,31.37
40,0.54,39.56
41,0.55,39.29
42,0.53,38.88
43,0.53,39.4
44,0.52,40.08
45,0.51,40.06
46,0.54,40.48
47,0.53,40.44
48,0.52,40.7
49,0.51,33.16
50,0.51,40.44
51,0.51,40.93
52,0.51,40.86
53,0.5,40.78
54,0.51,41.61
55,0.5,40.95
56,0.49,41.45
57,0.5,41.68
58,0.5,41.93
59,0.48,34.21
60,0.48,41.79
61,0.48,42.13
62,0.47,42.63
63,0.48,42.72
64,0.48,42.16
65,0.47,42.58
66,0.48,43.03
67,0.47,43.31
68,0.47,42.96
69,0.45,34.9
70,0.46,43.25
71,0.46,43.41
72,0.45,43.28
73,0.45,43.47
74,0.45,43.73
75,0.45,43.38
76,0.45,43.87
77,0.45,44.14
78,0.45,43.87
79,0.44,36.72
80,0.43,43.99
81,0.44,43.72
82,0.43,44.65
83,0.46,43.36
84,0.44,44.16
85,0.44,43.5
86,0.44,43.35
87,0.44,44.14
88,0.43,43.88
89,0.44,37.74
90,0.43,43.67
91,0.42,43.99
92,0.42,43.97
93,0.42,44.23
94,0.42,43.74
95,0.41,43.83
96,0.41,44.21
97,0.42,43.14
98,0.41,44.15
99,0.42,37.65
100,0.42,43.64
101,0.4,44.27
102,0.4,44.38
103,0.4,44.38
104,0.4,44.15
105,0.4,44.16
106,0.4,44.52
107,0.39,44.32
108,0.4,44.3
109,0.39,37.68
110,0.4,44.37
111,0.4,44.79
112,0.39,44.6
113,0.4,44.15
114,0.39,44.16
115,0.4,44.16
116,0.39,43.93
117,0.38,44.86
118,0.38,44.26
119,0.38,37.93
120,0.38,44.68
121,0.37,44.1
122,0.38,44.26
123,0.37,44.35
124,0.38,44.15
125,0.38,43.72
126,0.37,44.32
127,0.37,44.03
128,0.37,44.5
129,0.37,36.43
130,0.37,44.05
131,0.36,44.3
132,0.36,44.59
133,0.36,44.39
134,0.36,43.6
135,0.36,44.32
136,0.36,44.43
137,0.36,43.57
138,0.35,43.86
139,0.36,36.21
140,0.36,43.97
141,0.36,44.21
142,0.36,43.92
143,0.35,44.12
144,0.36,43.91
145,0.35,44.2
146,0.35,44.06
147,0.36,43.69
148,0.35,44.12
149,0.35,36.15
150,0.35,43.78
151,0.35,44.31
152,0.35,44.35
153,0.34,43.81
154,0.34,44.19
155,0.34,44.02
156,0.33,43.84
157,0.34,44.1
158,0.34,44.18
159,0.35,35.94
160,0.35,44.21
161,0.34,43.87
162,0.34,43.85
163,0.33,43.44
164,0.35,43.1
165,0.33,43.52
166,0.34,43.35
167,0.34,43.72
168,0.35,43.64
169,0.35,36.02
170,0.33,43.32
171,0.33,43.42
172,0.33,43.07
173,0.33,43.87
174,0.33,43.94
175,0.33,43.82
176,0.33,43.53
177,0.33,43.44
178,0.33,43.5
179,0.34,36.15
180,0.33,43.36
181,0.32,43.42
182,0.33,43.48
183,0.33,43.8
184,0.32,43.66
185,0.32,43.79
186,0.33,43.62
187,0.32,43.55
188,0.33,43.54
189,0.32,35.87
190,0.32,43.0
191,0.32,42.91
192,0.32,43.01
193,0.33,43.55
194,0.31,43.04
195,0.32,42.66
196,0.32,43.48
197,0.32,43.01
198,0.33,43.43
199,0.32,35.89
