Round,Train Loss,Accuracy
0,0.91,10.77
1,0.86,10.01
2,0.83,10.01
3,0.81,10.02
4,0.78,10.22
5,0.75,11.51
6,0.74,11.69
7,0.73,10.97
8,0.73,10.64
9,0.71,11.23
10,0.71,11.59
11,0.7,11.83
12,0.7,11.96
13,0.7,11.97
14,0.7,11.95
15,0.69,11.96
16,0.68,11.96
17,0.68,11.94
18,0.68,11.86
19,0.67,12.11
20,0.66,12.27
21,0.67,12.53
22,0.65,12.64
23,0.65,12.8
24,0.65,13.05
25,0.64,13.08
26,0.64,13.75
27,0.63,14.19
28,0.63,14.47
29,0.62,15.19
30,0.62,14.97
31,0.61,16.2
32,0.61,16.32
33,0.61,16.27
34,0.6,17.26
35,0.6,17.56
36,0.59,17.97
37,0.59,18.0
38,0.59,18.22
39,0.59,18.31
40,0.58,18.29
41,0.58,18.41
42,0.59,18.54
43,0.57,18.6
44,0.58,18.59
45,0.57,18.74
46,0.56,18.81
47,0.56,18.88
48,0.57,18.68
49,0.56,19.2
50,0.56,19.29
51,0.57,19.14
52,0.55,19.3
53,0.54,19.61
54,0.54,19.62
55,0.53,19.8
56,0.53,19.77
57,0.53,19.82
58,0.53,20.09
59,0.53,20.15
60,0.52,20.33
61,0.52,20.43
62,0.52,20.53
63,0.51,20.69
64,0.52,21.06
65,0.51,20.94
66,0.51,21.02
67,0.5,21.2
68,0.51,21.31
69,0.51,21.38
70,0.5,21.47
71,0.5,21.58
72,0.5,21.58
73,0.49,21.58
74,0.49,21.63
75,0.49,21.62
76,0.48,21.85
77,0.49,21.62
78,0.49,21.8
79,0.48,21.74
80,0.49,21.99
81,0.49,21.9
82,0.48,22.32
83,0.47,22.35
84,0.48,22.54
85,0.47,22.48
86,0.47,22.6
87,0.47,22.7
88,0.47,22.75
89,0.47,22.76
90,0.46,22.98
91,0.47,22.98
92,0.46,23.14
93,0.46,23.2
94,0.45,23.14
95,0.45,23.21
96,0.45,23.38
97,0.46,23.24
98,0.45,23.22
99,0.44,23.38
100,0.44,23.4
101,0.44,23.35
102,0.44,23.23
103,0.44,23.36
104,0.44,23.42
105,0.44,23.46
106,0.44,23.54
107,0.43,23.51
108,0.44,23.63
109,0.43,23.53
110,0.42,23.59
111,0.43,23.78
112,0.43,24.14
113,0.42,24.09
114,0.42,24.05
115,0.42,24.06
116,0.42,24.39
117,0.41,24.22
118,0.42,24.26
119,0.42,24.51
120,0.41,24.46
121,0.42,24.78
122,0.41,24.62
123,0.41,24.74
124,0.41,24.86
125,0.41,24.78
126,0.41,24.82
127,0.4,24.9
128,0.4,24.6
129,0.4,24.79
130,0.4,24.97
131,0.39,24.88
132,0.4,25.07
133,0.4,25.14
134,0.4,25.04
135,0.39,25.17
136,0.39,24.99
137,0.39,25.24
138,0.39,25.28
139,0.38,25.47
140,0.39,25.38
141,0.38,25.37
142,0.38,25.32
143,0.38,25.53
144,0.38,25.62
145,0.39,25.72
146,0.38,25.71
147,0.38,25.85
148,0.38,25.77
149,0.38,25.86
150,0.37,26.02
151,0.37,26.06
152,0.37,25.98
153,0.37,26.06
154,0.37,26.33
155,0.37,26.27
156,0.37,26.14
157,0.37,26.18
158,0.36,26.23
159,0.37,26.3
160,0.37,26.47
161,0.36,26.5
162,0.36,26.55
163,0.36,26.62
164,0.36,26.87
165,0.37,26.87
166,0.36,27.0
167,0.36,27.04
168,0.36,27.12
169,0.35,27.21
170,0.35,27.34
171,0.35,27.26
172,0.35,27.23
173,0.35,27.53
174,0.35,27.43
175,0.35,27.38
176,0.35,27.49
177,0.34,27.49
178,0.34,27.52
179,0.34,27.54
180,0.34,27.63
181,0.34,27.62
182,0.35,27.73
183,0.34,27.76
184,0.34,27.8
185,0.33,27.78
186,0.33,27.84
187,0.34,27.95
188,0.34,27.86
189,0.33,27.95
190,0.34,28.01
191,0.33,28.1
192,0.33,28.05
193,0.33,28.02
194,0.33,27.94
195,0.33,27.93
196,0.33,27.99
197,0.33,28.01
198,0.33,28.24
199,0.33,28.25
