Round,Train Loss,Accuracy
0,1.22,10.0
1,0.83,10.0
2,0.77,10.19
3,0.73,14.07
4,0.71,17.34
5,0.68,19.91
6,0.66,21.93
7,0.64,22.64
8,0.63,22.95
9,0.61,24.89
10,0.59,27.52
11,0.58,26.58
12,0.57,28.63
13,0.57,28.1
14,0.55,29.84
15,0.55,31.28
16,0.54,32.02
17,0.54,32.1
18,0.53,32.65
19,0.52,28.91
20,0.64,25.08
21,0.6,25.55
22,0.59,26.35
23,0.58,29.61
24,0.57,28.89
25,0.56,31.91
26,0.55,30.85
27,0.54,30.82
28,0.53,31.18
29,0.53,32.93
30,0.52,32.53
31,0.52,31.62
32,0.52,32.53
33,0.5,32.85
34,0.5,33.8
35,0.5,33.9
36,0.48,34.83
37,0.49,34.29
38,0.48,34.64
39,0.48,36.71
40,0.55,30.51
41,0.54,31.45
42,0.52,33.11
43,0.51,32.86
44,0.51,34.5
45,0.5,33.41
46,0.49,33.71
47,0.49,35.08
48,0.48,35.3
49,0.49,35.73
50,0.48,36.43
51,0.48,36.32
52,0.47,36.87
53,0.47,38.17
54,0.46,37.21
55,0.46,37.59
56,0.46,36.63
57,0.44,38.19
58,0.45,38.91
59,0.44,40.98
60,0.51,35.27
61,0.49,35.77
62,0.49,35.09
63,0.48,35.75
64,0.47,37.02
65,0.47,37.44
66,0.46,37.11
67,0.46,37.41
68,0.46,37.36
69,0.45,37.57
70,0.45,38.36
71,0.44,37.12
72,0.44,38.44
73,0.43,38.59
74,0.43,37.86
75,0.42,38.83
76,0.42,38.69
77,0.42,39.7
78,0.41,39.79
79,0.41,44.49
80,0.48,39.31
81,0.47,37.05
82,0.46,38.43
83,0.45,37.99
84,0.44,38.82
85,0.44,38.97
86,0.44,39.11
87,0.44,40.03
88,0.42,40.01
89,0.42,38.95
90,0.41,39.88
91,0.41,40.07
92,0.4,40.24
93,0.41,40.16
94,0.41,40.39
95,0.4,40.79
96,0.4,40.99
97,0.39,40.98
98,0.39,41.49
99,0.39,46.72
100,0.46,40.38
101,0.45,39.23
102,0.43,40.34
103,0.44,40.06
104,0.43,39.7
105,0.42,40.88
106,0.42,41.75
107,0.41,41.56
108,0.4,40.62
109,0.4,41.18
110,0.4,41.76
111,0.4,42.44
112,0.39,41.86
113,0.39,41.84
114,0.38,42.67
115,0.38,41.35
116,0.38,42.75
117,0.38,42.45
118,0.37,43.17
119,0.36,48.03
120,0.45,41.79
121,0.43,42.31
122,0.42,41.68
123,0.42,42.07
124,0.41,40.85
125,0.4,42.26
126,0.4,41.09
127,0.39,42.51
128,0.39,41.37
129,0.39,42.5
130,0.38,43.09
131,0.38,41.32
132,0.38,42.32
133,0.37,41.64
134,0.36,43.35
135,0.37,43.84
136,0.36,42.96
137,0.35,43.35
138,0.36,43.35
139,0.35,48.23
140,0.43,42.59
141,0.42,43.41
142,0.41,41.75
143,0.4,43.06
144,0.4,41.54
145,0.39,42.39
146,0.39,42.51
147,0.38,42.62
148,0.38,42.96
149,0.38,43.37
150,0.37,43.15
151,0.37,42.94
152,0.36,43.31
153,0.37,42.49
154,0.35,43.69
155,0.35,43.27
156,0.35,43.47
157,0.34,43.46
158,0.34,44.23
159,0.34,49.19
160,0.44,44.14
161,0.41,44.23
162,0.4,42.36
163,0.39,42.1
164,0.39,43.62
165,0.39,42.66
166,0.38,42.55
167,0.37,44.24
168,0.37,41.81
169,0.36,44.36
170,0.36,44.33
171,0.36,43.66
172,0.35,44.25
173,0.35,43.69
174,0.34,43.29
175,0.34,43.74
176,0.34,43.28
177,0.33,44.19
178,0.32,44.63
179,0.32,49.67
180,0.42,43.67
181,0.41,43.57
182,0.39,43.29
183,0.38,43.38
184,0.38,42.82
185,0.37,44.18
186,0.37,43.55
187,0.37,44.05
188,0.36,44.07
189,0.35,42.77
190,0.35,43.48
191,0.34,43.78
192,0.34,43.53
193,0.35,44.02
194,0.33,43.71
195,0.33,44.35
196,0.32,45.01
197,0.32,45.23
198,0.32,44.47
199,0.31,50.37
