Round,Train Loss,Accuracy
0,1.37,11.22
1,1.03,14.99
2,0.92,19.61
3,0.86,22.64
4,0.82,24.77
5,0.77,27.9
6,0.75,30.96
7,0.73,31.93
8,0.7,34.34
9,0.68,35.32
10,0.68,36.26
11,0.66,36.78
12,0.66,37.84
13,0.65,38.45
14,0.65,38.81
15,0.64,38.99
16,0.63,39.75
17,0.63,39.95
18,0.62,40.26
19,0.61,40.71
20,0.6,40.94
21,0.6,41.39
22,0.6,41.37
23,0.59,41.52
24,0.58,41.93
25,0.58,41.87
26,0.59,42.15
27,0.58,42.46
28,0.58,42.48
29,0.57,42.8
30,0.58,43.1
31,0.59,43.11
32,0.57,43.34
33,0.57,43.35
34,0.57,43.09
35,0.56,43.67
36,0.57,43.74
37,0.57,44.35
38,0.55,44.77
39,0.56,44.68
40,0.55,44.81
41,0.55,44.58
42,0.55,45.23
43,0.55,45.28
44,0.56,45.37
45,0.53,45.42
46,0.54,45.86
47,0.52,45.89
48,0.53,45.92
49,0.54,45.78
50,0.53,45.85
51,0.52,46.15
52,0.52,45.93
53,0.52,46.11
54,0.51,46.38
55,0.51,46.6
56,0.52,46.36
57,0.51,46.72
58,0.51,46.79
59,0.51,46.62
60,0.51,47.17
61,0.51,47.17
62,0.51,46.87
63,0.5,46.46
64,0.51,46.83
65,0.49,47.21
66,0.49,47.35
67,0.49,47.27
68,0.49,47.3
69,0.49,47.54
70,0.49,47.46
71,0.48,47.65
72,0.48,47.83
73,0.48,47.87
74,0.49,48.05
75,0.48,48.17
76,0.47,48.09
77,0.5,48.13
78,0.48,48.18
79,0.47,48.27
80,0.49,48.41
81,0.47,48.39
82,0.47,48.4
83,0.47,48.77
84,0.47,48.57
85,0.47,48.73
86,0.45,48.74
87,0.45,48.76
88,0.45,49.16
89,0.46,49.14
90,0.45,48.93
91,0.46,49.21
92,0.45,49.05
93,0.46,49.24
94,0.46,49.06
95,0.45,49.4
96,0.45,49.4
97,0.45,49.33
98,0.44,49.39
99,0.44,49.63
100,0.45,49.77
101,0.44,49.57
102,0.45,49.47
103,0.44,49.91
104,0.43,49.64
105,0.44,49.78
106,0.44,49.75
107,0.44,49.64
108,0.43,49.72
109,0.43,49.5
110,0.42,49.84
111,0.44,49.88
112,0.43,49.96
113,0.42,49.97
114,0.42,50.2
115,0.42,49.9
116,0.43,50.01
117,0.43,50.15
118,0.41,49.65
119,0.42,49.85
120,0.41,50.23
121,0.42,50.09
122,0.41,50.0
123,0.42,49.98
124,0.42,49.99
125,0.41,50.04
126,0.41,49.83
127,0.41,50.16
128,0.4,50.24
129,0.41,50.01
130,0.42,50.11
131,0.4,49.99
132,0.4,50.0
133,0.4,50.07
134,0.41,50.05
135,0.41,49.91
136,0.41,50.07
137,0.42,49.98
138,0.4,50.17
139,0.4,50.35
140,0.4,49.99
141,0.39,50.16
142,0.39,50.11
143,0.39,49.97
144,0.39,49.94
145,0.39,50.01
146,0.41,49.92
147,0.38,49.94
148,0.39,50.11
149,0.39,50.08
150,0.41,50.21
151,0.38,50.17
152,0.4,49.76
153,0.39,50.08
154,0.38,50.23
155,0.38,49.88
156,0.39,49.92
157,0.39,49.77
158,0.38,50.17
159,0.38,48.91
160,0.38,49.86
161,0.38,50.14
162,0.38,50.24
163,0.37,50.32
164,0.38,50.05
165,0.38,50.02
166,0.37,50.28
167,0.38,50.11
168,0.37,49.87
169,0.37,50.27
170,0.38,49.93
171,0.37,49.72
172,0.37,50.11
173,0.38,49.93
174,0.37,49.82
175,0.36,49.75
176,0.36,49.66
177,0.36,49.78
178,0.35,49.91
179,0.36,49.66
180,0.38,49.43
181,0.36,49.66
182,0.36,49.75
183,0.35,49.93
184,0.36,49.61
185,0.36,50.14
186,0.36,49.72
187,0.37,49.67
188,0.37,49.86
189,0.35,49.88
190,0.35,49.65
191,0.35,49.97
192,0.35,50.01
193,0.35,49.98
194,0.35,49.85
195,0.35,49.71
196,0.34,49.8
197,0.35,49.8
198,0.35,49.5
199,0.36,50.23
