Round,Train Loss,Accuracy
0,1.25,14.72
1,0.99,15.66
2,0.85,15.23
3,0.76,17.59
4,0.73,23.25
5,0.68,24.44
6,0.66,25.77
7,0.64,26.16
8,0.62,26.81
9,0.6,27.73
10,0.59,28.31
11,0.57,28.97
12,0.56,29.75
13,0.56,30.35
14,0.56,31.24
15,0.54,31.76
16,0.53,32.71
17,0.53,33.49
18,0.52,34.11
19,0.52,34.8
20,0.51,35.64
21,0.5,36.12
22,0.5,37.0
23,0.5,37.54
24,0.49,38.45
25,0.48,38.99
26,0.48,39.82
27,0.47,39.88
28,0.47,40.28
29,0.47,40.58
30,0.46,40.7
31,0.46,41.1
32,0.45,41.44
33,0.45,41.99
34,0.45,42.05
35,0.46,42.46
36,0.45,42.37
37,0.44,42.98
38,0.44,42.67
39,0.44,42.73
40,0.44,43.13
41,0.44,44.09
42,0.44,43.63
43,0.44,43.74
44,0.44,43.74
45,0.43,44.09
46,0.43,44.48
47,0.43,44.15
48,0.43,43.91
49,0.43,44.25
50,0.43,44.6
51,0.42,44.46
52,0.42,44.11
53,0.42,44.91
54,0.42,44.91
55,0.42,44.88
56,0.42,44.68
57,0.42,45.36
58,0.41,45.29
59,0.41,45.25
60,0.41,45.35
61,0.4,45.3
62,0.4,45.92
63,0.41,45.78
64,0.4,45.3
65,0.4,45.82
66,0.41,45.38
67,0.4,45.66
68,0.4,45.86
69,0.4,45.59
70,0.4,46.12
71,0.4,46.23
72,0.39,46.13
73,0.4,46.67
74,0.4,47.13
75,0.4,46.79
76,0.4,46.64
77,0.39,46.47
78,0.39,46.48
79,0.39,46.64
80,0.39,46.61
81,0.39,46.77
82,0.39,46.47
83,0.39,46.52
84,0.39,46.47
85,0.38,46.62
86,0.39,47.28
87,0.38,47.15
88,0.38,46.69
89,0.38,47.16
90,0.38,46.49
91,0.38,47.54
92,0.38,47.71
93,0.38,47.4
94,0.38,47.4
95,0.38,47.79
96,0.38,47.01
97,0.37,47.27
98,0.37,47.46
99,0.38,47.43
100,0.37,47.56
101,0.37,47.35
102,0.38,47.98
103,0.37,47.78
104,0.37,47.95
105,0.37,47.81
106,0.37,48.12
107,0.37,48.27
108,0.37,48.24
109,0.37,47.94
110,0.37,47.96
111,0.37,48.34
112,0.36,48.1
113,0.37,48.38
114,0.36,48.15
115,0.36,48.33
116,0.37,48.49
117,0.36,48.68
118,0.36,48.28
119,0.36,48.42
120,0.36,48.4
121,0.37,48.32
122,0.36,48.38
123,0.36,48.32
124,0.36,48.61
125,0.35,48.57
126,0.36,48.37
127,0.35,48.61
128,0.36,48.27
129,0.36,48.42
130,0.35,48.28
131,0.35,48.4
132,0.35,48.31
133,0.36,48.28
134,0.35,48.36
135,0.36,48.34
136,0.35,48.7
137,0.35,48.73
138,0.35,48.33
139,0.34,48.17
140,0.34,48.46
141,0.35,48.69
142,0.35,48.71
143,0.34,48.42
144,0.34,48.76
145,0.35,48.52
146,0.35,48.65
147,0.34,48.98
148,0.34,48.32
149,0.34,48.66
150,0.35,48.88
151,0.34,49.02
152,0.34,48.83
153,0.34,48.68
154,0.34,48.79
155,0.33,48.56
156,0.34,48.99
157,0.33,48.86
158,0.33,48.71
159,0.33,48.74
160,0.34,48.7
161,0.33,48.49
162,0.33,48.7
163,0.33,48.49
164,0.33,48.47
165,0.33,48.47
166,0.33,49.0
167,0.33,48.7
168,0.33,48.89
169,0.32,48.5
170,0.33,48.57
171,0.33,48.86
172,0.32,48.42
173,0.33,48.18
174,0.32,48.72
175,0.32,48.08
176,0.32,48.35
177,0.32,48.73
178,0.32,48.86
179,0.32,48.35
180,0.32,48.68
181,0.32,48.26
182,0.32,48.41
183,0.32,48.69
184,0.32,48.99
185,0.31,49.03
186,0.32,48.66
187,0.31,48.8
188,0.32,49.03
189,0.31,49.15
190,0.31,48.86
191,0.32,48.68
192,0.31,48.73
193,0.31,48.53
194,0.3,48.93
195,0.31,49.21
196,0.31,49.08
197,0.31,48.92
198,0.31,48.7
199,0.31,48.98
