Round,Train Loss,Accuracy
0,1.21,9.99
1,1.05,10.54
2,0.97,11.33
3,0.92,12.3
4,0.88,12.46
5,0.86,12.32
6,0.84,14.76
7,0.81,16.31
8,0.8,16.41
9,0.79,18.02
10,0.77,19.37
11,0.76,20.55
12,0.75,22.2
13,0.73,24.45
14,0.73,26.08
15,0.71,27.11
16,0.71,28.06
17,0.7,29.58
18,0.69,30.24
19,0.68,30.51
20,0.68,31.3
21,0.67,32.11
22,0.67,31.85
23,0.66,32.38
24,0.66,32.85
25,0.65,33.17
26,0.65,33.41
27,0.65,34.04
28,0.64,33.92
29,0.64,34.03
30,0.63,34.51
31,0.64,34.92
32,0.63,35.01
33,0.63,35.19
34,0.62,35.24
35,0.62,35.57
36,0.62,35.91
37,0.61,36.4
38,0.61,36.43
39,0.61,36.38
40,0.6,36.67
41,0.61,36.88
42,0.6,37.21
43,0.6,37.48
44,0.6,37.5
45,0.59,37.48
46,0.6,37.93
47,0.59,37.99
48,0.59,38.29
49,0.6,38.12
50,0.59,38.37
51,0.59,38.78
52,0.58,38.82
53,0.59,38.86
54,0.58,38.97
55,0.58,39.27
56,0.57,39.16
57,0.58,39.55
58,0.58,39.93
59,0.57,40.2
60,0.57,39.93
61,0.57,40.04
62,0.57,40.2
63,0.57,40.14
64,0.56,40.3
65,0.57,40.65
66,0.56,40.67
67,0.56,40.79
68,0.56,41.12
69,0.56,41.13
70,0.56,41.63
71,0.55,41.56
72,0.55,41.34
73,0.55,41.36
74,0.55,41.76
75,0.55,41.99
76,0.54,41.78
77,0.55,42.06
78,0.55,41.73
79,0.55,42.43
80,0.54,42.37
81,0.54,42.47
82,0.54,42.35
83,0.54,42.25
84,0.54,42.37
85,0.54,42.38
86,0.54,42.62
87,0.54,42.54
88,0.53,42.99
89,0.53,42.98
90,0.54,43.07
91,0.53,43.15
92,0.53,43.47
93,0.53,43.33
94,0.53,43.21
95,0.53,43.64
96,0.53,43.46
97,0.52,43.0
98,0.52,42.96
99,0.52,43.56
100,0.52,43.58
101,0.53,43.13
102,0.53,43.16
103,0.52,43.74
104,0.52,43.47
105,0.52,43.39
106,0.52,43.49
107,0.52,43.49
108,0.51,43.75
109,0.51,43.81
110,0.52,44.33
111,0.51,43.94
112,0.51,44.26
113,0.51,44.53
114,0.51,44.08
115,0.51,44.31
116,0.51,44.13
117,0.51,44.17
118,0.51,44.17
119,0.51,44.15
120,0.51,44.15
121,0.5,44.26
122,0.5,44.41
123,0.51,44.13
124,0.5,44.25
125,0.5,44.67
126,0.5,44.31
127,0.5,44.77
128,0.5,44.55
129,0.5,44.61
130,0.5,44.58
131,0.51,44.88
132,0.5,44.84
133,0.5,45.11
134,0.5,44.97
135,0.49,45.11
136,0.5,45.44
137,0.49,45.58
138,0.5,45.5
139,0.49,45.2
140,0.49,45.2
141,0.49,45.26
142,0.5,45.26
143,0.49,45.56
144,0.49,45.81
145,0.49,45.83
146,0.49,45.86
147,0.49,45.67
148,0.49,45.66
149,0.49,45.96
150,0.49,46.09
151,0.49,45.67
152,0.48,45.78
153,0.48,45.73
154,0.49,45.92
155,0.48,46.16
156,0.48,45.84
157,0.48,45.81
158,0.49,46.0
159,0.48,46.17
160,0.48,46.47
161,0.48,46.41
162,0.48,46.28
163,0.47,46.35
164,0.48,46.35
165,0.48,46.32
166,0.48,45.99
167,0.48,46.42
168,0.48,46.21
169,0.47,46.41
170,0.47,46.57
171,0.47,46.37
172,0.47,46.59
173,0.48,46.26
174,0.47,46.63
175,0.47,46.34
176,0.47,46.23
177,0.47,46.32
178,0.47,46.38
179,0.47,46.43
180,0.47,46.67
181,0.47,46.46
182,0.47,46.52
183,0.46,46.55
184,0.47,46.45
185,0.47,46.48
186,0.47,46.59
187,0.47,46.69
188,0.46,46.61
189,0.46,46.65
190,0.46,46.8
191,0.46,46.76
192,0.46,46.29
193,0.46,46.51
194,0.46,46.92
195,0.46,46.92
196,0.46,46.81
197,0.46,47.06
198,0.46,46.6
199,0.46,46.76
