Round,Train Loss,Accuracy
0,1.21,10.33
1,0.92,19.3
2,0.84,21.04
3,0.8,25.38
4,0.76,28.29
5,0.72,30.6
6,0.7,31.51
7,0.67,32.98
8,0.66,33.93
9,0.64,35.06
10,0.63,35.09
11,0.62,36.06
12,0.62,36.72
13,0.61,37.65
14,0.6,38.0
15,0.59,38.08
16,0.58,39.22
17,0.58,39.9
18,0.58,40.35
19,0.57,42.96
20,0.56,41.23
21,0.55,41.04
22,0.55,41.56
23,0.54,41.99
24,0.54,42.81
25,0.54,42.76
26,0.53,43.32
27,0.53,43.46
28,0.52,44.15
29,0.52,44.39
30,0.52,44.47
31,0.52,44.68
32,0.51,45.06
33,0.51,45.24
34,0.51,45.16
35,0.5,45.47
36,0.51,45.62
37,0.5,45.14
38,0.49,45.75
39,0.5,48.28
40,0.49,45.78
41,0.49,46.14
42,0.48,46.24
43,0.48,46.15
44,0.48,46.21
45,0.48,45.85
46,0.48,46.21
47,0.47,46.75
48,0.47,46.8
49,0.47,47.06
50,0.47,46.96
51,0.47,46.85
52,0.47,46.88
53,0.46,46.79
54,0.46,47.72
55,0.46,47.38
56,0.46,46.99
57,0.46,47.45
58,0.46,47.29
59,0.46,50.31
60,0.45,47.56
61,0.45,47.32
62,0.45,47.87
63,0.44,47.76
64,0.45,47.62
65,0.45,47.57
66,0.44,48.17
67,0.44,47.63
68,0.44,47.69
69,0.44,47.95
70,0.44,48.17
71,0.44,47.98
72,0.44,48.3
73,0.44,48.1
74,0.44,48.49
75,0.43,48.42
76,0.43,48.54
77,0.42,48.73
78,0.43,48.68
79,0.42,50.5
80,0.42,48.31
81,0.43,48.27
82,0.42,48.5
83,0.42,48.56
84,0.42,48.12
85,0.42,48.7
86,0.42,48.83
87,0.42,48.62
88,0.41,48.32
89,0.42,48.75
90,0.42,48.71
91,0.41,48.56
92,0.41,48.83
93,0.41,48.83
94,0.41,48.73
95,0.41,48.56
96,0.41,48.93
97,0.41,49.01
98,0.41,48.84
99,0.41,51.63
100,0.4,49.32
101,0.41,49.2
102,0.4,48.86
103,0.4,49.33
104,0.4,49.23
105,0.4,49.14
106,0.4,49.43
107,0.4,48.92
108,0.4,49.01
109,0.39,49.4
110,0.4,49.12
111,0.4,49.31
112,0.4,49.04
113,0.4,49.13
114,0.39,49.1
115,0.39,49.18
116,0.39,48.97
117,0.39,49.48
118,0.38,49.28
119,0.38,51.22
120,0.39,49.47
121,0.39,49.34
122,0.38,49.5
123,0.38,49.32
124,0.39,49.17
125,0.39,49.38
126,0.39,49.03
127,0.38,49.24
128,0.38,49.05
129,0.38,48.86
130,0.39,48.81
131,0.38,48.76
132,0.38,48.96
133,0.38,49.23
134,0.37,49.21
135,0.38,49.05
136,0.37,48.56
137,0.38,48.7
138,0.37,48.87
139,0.38,51.13
140,0.37,48.91
141,0.38,48.65
142,0.37,48.66
143,0.37,48.44
144,0.37,48.41
145,0.37,48.68
146,0.37,48.64
147,0.37,48.76
148,0.37,48.37
149,0.38,48.46
150,0.37,48.44
151,0.36,48.68
152,0.37,48.6
153,0.36,48.6
154,0.37,48.75
155,0.36,48.74
156,0.37,48.59
157,0.36,48.29
158,0.36,48.2
159,0.37,51.11
160,0.36,48.33
161,0.37,48.28
162,0.36,48.21
163,0.36,48.23
164,0.36,48.59
165,0.36,48.69
166,0.36,48.47
167,0.36,48.32
168,0.36,48.49
169,0.36,48.32
170,0.36,48.27
171,0.36,48.47
172,0.35,48.03
173,0.35,48.26
174,0.37,48.79
175,0.36,48.09
176,0.36,48.62
177,0.35,48.43
178,0.35,48.48
179,0.37,50.79
180,0.36,48.64
181,0.35,47.98
182,0.35,48.2
183,0.36,48.08
184,0.36,47.89
185,0.35,47.97
186,0.36,48.38
187,0.35,48.25
188,0.35,48.26
189,0.35,48.41
190,0.35,48.21
191,0.35,48.08
192,0.35,48.58
193,0.35,48.32
194,0.35,48.14
195,0.35,48.05
196,0.35,48.08
197,0.34,48.07
198,0.34,48.11
199,0.35,50.59
