Round,Train Loss,Accuracy
0,2.02,9.66
1,2.01,8.62
2,2.01,10.0
3,2.01,10.0
4,2.01,10.0
5,2.02,10.0
6,2.02,10.0
7,2.04,10.0
8,2.04,10.0
9,2.05,10.0
10,2.06,10.0
11,2.05,10.0
12,2.04,10.0
13,2.04,10.0
14,2.03,10.0
15,2.0,10.0
16,2.0,10.0
17,2.0,10.0
18,2.0,10.0
19,2.01,10.0
20,2.02,11.01
21,2.03,10.0
22,2.04,10.0
23,2.04,10.0
24,2.03,10.0
25,2.03,10.0
26,2.02,10.0
27,2.02,10.0
28,2.01,10.0
29,2.01,10.73
30,1.98,10.03
31,1.97,10.0
32,1.96,10.09
33,1.95,10.0
34,1.96,10.0
35,1.95,10.0
36,1.93,10.0
37,1.93,10.0
38,1.91,10.0
39,1.9,10.0
40,1.89,10.0
41,1.88,10.0
42,1.85,10.0
43,1.86,10.0
44,1.85,19.26
45,1.83,18.65
46,1.78,13.64
47,1.78,13.64
48,1.75,15.29
49,1.73,16.42
50,1.72,17.65
51,1.69,18.02
52,1.7,18.62
53,1.69,19.21
54,1.65,18.66
55,1.65,19.28
56,1.62,19.37
57,1.64,19.69
58,1.6,19.34
59,1.58,21.24
60,1.63,21.5
61,1.58,20.75
62,1.57,21.08
63,1.57,21.1
64,1.53,21.01
65,1.53,20.65
66,1.51,20.89
67,1.53,20.62
68,1.49,20.77
69,1.51,20.7
70,1.48,20.87
71,1.49,20.03
72,1.47,20.09
73,1.46,20.09
74,1.43,22.19
75,1.51,21.83
76,1.47,21.3
77,1.47,21.97
78,1.44,21.7
79,1.44,21.64
80,1.46,21.42
81,1.42,21.48
82,1.43,21.38
83,1.4,21.86
84,1.38,21.21
85,1.41,21.39
86,1.38,20.35
87,1.36,21.33
88,1.37,20.2
89,1.37,23.59
90,1.45,22.31
91,1.42,21.78
92,1.41,22.31
93,1.37,22.71
94,1.41,21.76
95,1.36,22.16
96,1.39,21.79
97,1.37,22.42
98,1.37,21.5
99,1.34,22.48
100,1.34,22.77
101,1.33,22.23
102,1.31,22.06
103,1.32,22.41
104,1.33,24.99
105,1.38,22.5
106,1.38,22.31
107,1.36,22.77
108,1.35,22.95
109,1.38,22.47
110,1.35,22.61
111,1.33,22.85
112,1.3,22.4
113,1.33,23.08
114,1.32,23.14
115,1.3,23.51
116,1.31,23.14
117,1.3,23.66
118,1.26,22.86
119,1.27,24.79
120,1.35,22.25
121,1.31,22.83
122,1.34,22.92
123,1.31,22.67
124,1.34,23.37
125,1.33,23.47
126,1.3,23.65
127,1.29,23.53
128,1.3,23.56
129,1.24,23.38
130,1.27,23.45
131,1.27,23.69
132,1.26,23.77
133,1.25,23.43
134,1.26,24.99
135,1.32,22.86
136,1.31,23.22
137,1.29,23.53
138,1.3,24.06
139,1.27,23.84
140,1.25,23.77
141,1.26,23.84
142,1.26,23.81
143,1.23,23.69
144,1.24,23.72
145,1.26,23.96
146,1.22,23.64
147,1.17,23.75
148,1.21,23.57
149,1.2,25.1
150,1.3,22.88
151,1.3,22.81
152,1.23,23.65
153,1.24,23.65
154,1.26,23.72
155,1.23,23.83
156,1.22,22.73
157,1.22,23.99
158,1.22,23.32
159,1.21,23.83
160,1.2,24.04
161,1.21,23.83
162,1.19,24.48
163,1.16,23.75
164,1.18,25.35
165,1.27,23.2
166,1.26,23.05
167,1.25,23.69
168,1.22,23.79
169,1.18,23.93
170,1.18,23.59
171,1.23,24.07
172,1.2,23.95
173,1.2,23.68
174,1.2,24.49
175,1.17,24.03
176,1.16,24.38
177,1.17,23.91
178,1.13,24.11
179,1.13,25.73
180,1.24,23.1
181,1.25,23.63
182,1.22,23.92
183,1.21,24.17
184,1.18,23.75
185,1.16,23.95
186,1.16,23.75
187,1.17,23.87
188,1.13,23.39
189,1.16,24.55
190,1.15,23.82
191,1.1,24.2
192,1.11,23.65
193,1.1,24.36
194,1.17,26.01
195,1.28,23.84
196,1.23,23.44
197,1.23,24.07
198,1.17,23.55
199,1.19,24.14
