Round,Train Loss,Accuracy
0,1.76,10.0
1,1.74,10.0
2,1.71,13.63
3,1.68,10.22
4,1.66,10.01
5,1.64,10.01
6,1.63,10.08
7,1.62,10.62
8,1.61,11.69
9,1.59,13.46
10,1.57,14.76
11,1.55,15.15
12,1.54,15.3
13,1.53,15.78
14,1.52,16.94
15,1.51,17.79
16,1.49,17.6
17,1.49,18.13
18,1.47,19.15
19,1.46,19.6
20,1.45,19.65
21,1.44,20.59
22,1.41,20.69
23,1.39,21.21
24,1.38,21.5
25,1.39,21.95
26,1.37,22.7
27,1.35,23.12
28,1.35,23.24
29,1.33,23.59
30,1.31,24.3
31,1.29,24.57
32,1.28,24.73
33,1.28,25.28
34,1.26,25.7
35,1.25,25.95
36,1.24,26.47
37,1.24,26.83
38,1.22,27.12
39,1.21,27.45
40,1.21,27.61
41,1.2,27.66
42,1.19,27.71
43,1.17,28.58
44,1.16,28.64
45,1.17,29.11
46,1.16,29.03
47,1.16,29.34
48,1.14,29.85
49,1.15,29.56
50,1.13,30.08
51,1.11,30.4
52,1.11,30.21
53,1.1,30.16
54,1.1,30.56
55,1.1,31.02
56,1.09,31.06
57,1.09,31.18
58,1.09,31.21
59,1.09,31.59
60,1.07,31.55
61,1.07,31.58
62,1.07,31.98
63,1.06,32.23
64,1.04,32.43
65,1.05,32.39
66,1.05,32.48
67,1.05,32.78
68,1.04,32.83
69,1.05,32.82
70,1.04,32.74
71,1.04,32.93
72,1.0,33.22
73,1.02,33.19
74,1.01,33.2
75,1.0,33.18
76,1.01,33.33
77,1.0,33.42
78,0.99,33.68
79,1.0,33.75
80,1.0,33.7
81,0.98,33.79
82,0.98,33.94
83,0.98,33.83
84,0.97,34.06
85,0.96,34.13
86,0.96,34.09
87,0.96,34.07
88,0.95,34.13
89,0.95,34.39
90,0.95,34.38
91,0.95,34.44
92,0.93,34.7
93,0.94,34.64
94,0.92,34.6
95,0.93,34.73
96,0.91,35.01
97,0.92,34.57
98,0.92,34.89
99,0.9,34.77
100,0.9,34.88
101,0.9,35.08
102,0.9,35.1
103,0.89,35.19
104,0.89,35.16
105,0.87,35.16
106,0.87,35.25
107,0.86,35.43
108,0.88,35.38
109,0.87,35.54
110,0.85,35.6
111,0.84,35.88
112,0.85,35.86
113,0.85,35.95
114,0.84,35.81
115,0.84,35.93
116,0.83,35.93
117,0.83,35.98
118,0.81,35.89
119,0.81,35.94
120,0.8,36.15
121,0.8,36.34
122,0.81,36.05
123,0.81,36.46
124,0.79,36.76
125,0.8,36.53
126,0.79,36.4
127,0.79,36.68
128,0.77,36.63
129,0.77,36.68
130,0.75,36.9
131,0.77,36.91
132,0.75,36.93
133,0.75,36.97
134,0.74,37.2
135,0.76,37.11
136,0.74,37.28
137,0.73,37.24
138,0.73,37.4
139,0.72,37.32
140,0.73,37.21
141,0.71,37.51
142,0.7,37.47
143,0.7,37.73
144,0.71,37.63
145,0.72,37.72
146,0.7,37.78
147,0.69,37.88
148,0.69,37.83
149,0.69,38.05
150,0.69,38.07
151,0.69,37.91
152,0.68,38.03
153,0.67,37.99
154,0.68,38.23
155,0.66,37.96
156,0.65,38.36
157,0.65,38.27
158,0.65,38.33
159,0.65,38.39
160,0.64,38.4
161,0.65,38.45
162,0.63,38.46
163,0.64,38.51
164,0.62,38.71
165,0.64,38.61
166,0.61,38.55
167,0.61,38.76
168,0.62,38.76
169,0.59,38.5
170,0.61,38.77
171,0.61,38.86
172,0.61,38.81
173,0.59,38.71
174,0.59,38.91
175,0.6,39.1
176,0.59,39.05
177,0.58,39.11
178,0.57,39.21
179,0.59,39.03
180,0.59,39.29
181,0.55,39.29
182,0.58,39.25
183,0.55,39.19
184,0.53,39.38
185,0.55,39.54
186,0.53,39.22
187,0.54,39.25
188,0.55,39.62
189,0.54,39.31
190,0.54,39.44
191,0.53,39.44
192,0.52,39.49
193,0.52,39.58
194,0.51,39.3
195,0.52,39.67
196,0.51,39.67
197,0.52,39.71
198,0.49,39.72
199,0.5,39.73
