Round,Train Loss,Accuracy
0,1.26,16.15
1,0.85,13.2
2,0.72,17.78
3,0.7,22.59
4,0.64,25.51
5,0.62,27.29
6,0.6,28.71
7,0.57,29.34
8,0.56,31.08
9,0.54,31.12
10,0.53,31.33
11,0.52,32.09
12,0.52,32.46
13,0.51,32.74
14,0.49,33.11
15,0.49,33.06
16,0.48,33.32
17,0.48,33.83
18,0.48,33.87
19,0.47,35.27
20,0.47,34.56
21,0.46,34.71
22,0.46,34.84
23,0.45,34.88
24,0.45,35.47
25,0.44,35.47
26,0.45,36.0
27,0.44,35.19
28,0.44,36.44
29,0.43,36.75
30,0.43,36.32
31,0.42,36.73
32,0.42,36.52
33,0.42,36.72
34,0.42,36.53
35,0.41,37.15
36,0.41,37.29
37,0.41,37.39
38,0.41,37.41
39,0.4,39.62
40,0.41,37.84
41,0.41,38.06
42,0.4,37.91
43,0.4,38.06
44,0.4,38.45
45,0.39,38.21
46,0.39,38.12
47,0.39,38.62
48,0.4,38.84
49,0.39,38.58
50,0.39,38.96
51,0.39,38.92
52,0.39,38.91
53,0.38,38.65
54,0.38,39.19
55,0.38,39.16
56,0.39,39.49
57,0.38,39.64
58,0.38,39.41
59,0.37,42.45
60,0.38,39.57
61,0.37,39.78
62,0.37,39.43
63,0.37,39.98
64,0.37,39.85
65,0.36,40.63
66,0.37,40.14
67,0.37,40.04
68,0.36,40.34
69,0.36,39.99
70,0.37,40.61
71,0.36,40.64
72,0.36,40.37
73,0.36,41.06
74,0.36,40.94
75,0.35,40.87
76,0.35,40.84
77,0.35,40.9
78,0.36,40.99
79,0.36,43.05
80,0.35,41.06
81,0.35,41.35
82,0.35,41.05
83,0.35,41.46
84,0.35,41.34
85,0.35,41.37
86,0.35,41.41
87,0.34,41.03
88,0.34,41.1
89,0.34,41.29
90,0.34,40.94
91,0.34,40.94
92,0.34,41.43
93,0.34,41.16
94,0.34,41.52
95,0.33,41.75
96,0.33,41.52
97,0.34,41.56
98,0.34,41.46
99,0.33,44.05
100,0.33,41.26
101,0.33,41.5
102,0.33,41.84
103,0.33,41.57
104,0.32,41.51
105,0.32,41.63
106,0.33,41.66
107,0.32,41.95
108,0.32,42.04
109,0.33,42.2
110,0.32,41.91
111,0.32,41.72
112,0.32,41.51
113,0.32,41.84
114,0.32,41.77
115,0.31,41.49
116,0.32,41.89
117,0.31,42.09
118,0.31,42.24
119,0.31,43.97
120,0.31,41.62
121,0.31,41.98
122,0.31,41.83
123,0.31,42.24
124,0.31,41.82
125,0.31,41.76
126,0.31,41.91
127,0.3,42.1
128,0.3,41.89
129,0.3,41.63
130,0.3,42.34
131,0.3,41.94
132,0.3,42.18
133,0.3,41.78
134,0.29,41.71
135,0.3,42.21
136,0.3,41.94
137,0.3,41.85
138,0.29,41.83
139,0.3,43.79
140,0.29,41.94
141,0.29,41.48
142,0.29,41.75
143,0.29,41.66
144,0.3,41.49
145,0.29,41.9
146,0.29,41.96
147,0.3,41.94
148,0.29,41.7
149,0.29,41.53
150,0.28,41.17
151,0.29,41.67
152,0.29,41.66
153,0.28,41.55
154,0.29,41.39
155,0.28,41.85
156,0.29,41.91
157,0.28,41.57
158,0.28,41.86
159,0.29,43.74
160,0.28,41.81
161,0.28,41.67
162,0.28,41.78
163,0.28,41.32
164,0.28,42.01
165,0.28,41.86
166,0.28,41.54
167,0.28,41.35
168,0.28,41.25
169,0.28,41.63
170,0.28,41.51
171,0.28,41.33
172,0.27,41.21
173,0.27,41.5
174,0.27,41.35
175,0.27,41.71
176,0.28,41.36
177,0.27,41.04
178,0.28,41.32
179,0.28,43.47
180,0.27,41.56
181,0.27,40.94
182,0.28,41.41
183,0.28,41.42
184,0.27,41.35
185,0.27,41.55
186,0.28,41.31
187,0.27,41.27
188,0.27,41.5
189,0.27,41.36
190,0.27,41.26
191,0.27,41.5
192,0.27,41.29
193,0.27,41.43
194,0.27,41.39
195,0.27,41.64
196,0.27,41.39
197,0.27,41.45
198,0.27,41.5
199,0.28,42.76
